model	config	input_equal	legacy_total	bound_cg_total
gqa2	128x16x32s3k8	1	117080.37403973035	117080.37403973035
gqa2	128x16x32s3k16	1	130324.41069086043	130324.41069086043
gqa2	128x16x32s4k1	1	117901.616061086	117901.616061086
gqa2	128x16x32s4k2	1	104452.5902569536	104452.5902569536
gqa2	128x16x32s4k4	1	93420.144424125276	93420.144424125276
gqa2	128x16x32s4k8	1	97812.47308933083	97812.47308933083
gqa2	128x16x32s4k16	1	119513.7299163877	119513.7299163877
gqa2	128x16x32s5k1	1	121132.38531966411	121132.38531966411
gqa2	128x16x32s5k2	1	107683.35951553176	107683.35951553176
gqa2	128x16x32s5k4	1	96650.913682703424	96650.913682703424
gqa2	128x16x32s5k8	1	101966.3192789313	101966.3192789313
gqa2	128x16x32s5k16	1	126898.34536456634	126898.34536456634
gqa2	128x32x16s2k1	1	156281.13014372726	156281.13014372726
gqa2	128x32x16s2k2	1	155293.07501555025	155293.07501555025
gqa2	128x32x16s2k4	1	138927.2958034818	138927.2958034818
gqa2	128x32x16s2k8	1	132862.4042755455	132862.4042755455
gqa2	128x32x16s2k16	1	132014.6725988347	132014.6725988347
gqa2	128x32x16s3k1	1	158076.00195404846	158076.00195404846
gqa2	128x32x16s3k2	1	157087.94682587145	157087.94682587145
gqa2	128x32x16s3k4	1	140722.167613803	140722.167613803
gqa2	128x32x16s3k8	1	134657.2760858667	134657.2760858667
gqa2	128x32x16s3k16	1	133809.5444091559	133809.5444091559
gqa2	128x32x16s4k1	1	159870.87376436967	159870.87376436967
gqa2	128x32x16s4k2	1	158882.81863619265	158882.81863619265
gqa2	128x32x16s4k4	1	142517.03942412417	142517.03942412417
gqa2	128x32x16s4k8	1	136452.14789618787	136452.14789618787
gqa2	128x32x16s4k16	1	135604.41621947708	135604.41621947708
gqa2	128x32x16s5k1	1	146976.99461469086	146976.99461469086
gqa2	128x32x16s5k2	1	139134.18903851381	139134.18903851381
gqa2	128x32x16s5k4	1	122768.40982644536	122768.40982644536
gqa2	128x32x16s5k8	1	116703.51829850907	116703.51829850907
gqa2	128x32x16s5k16	1	124284.685993386	124284.685993386
gqa2	128x32x32s2k1	1	129212.74975436967	129212.74975436967
gqa2	128x32x32s2k2	1	113917.57008819262	113917.57008819262
gqa2	128x32x32s2k4	1	97551.790876124171	97551.790876124171
gqa2	128x32x32s2k8	1	91486.899348187872	91486.899348187872
gqa2	128x32x32s2k16	1	98555.246525830153	98555.246525830153
gqa2	128x32x32s3k1	1	132802.49337501204	132802.49337501204
gqa2	128x32x32s3k2	1	117507.31370883499	117507.31370883499
gqa2	128x32x32s3k4	1	101141.53449676657	101141.53449676657
gqa2	128x32x32s3k8	1	95076.64296883026	95076.64296883026
gqa2	128x32x32s3k16	1	103170.6311809418	103170.6311809418
gqa2	128x32x32s4k1	1	136392.23699565441	136392.23699565441
gqa2	128x32x32s4k2	1	121097.05732947739	121097.05732947739
gqa2	128x32x32s4k4	1	104731.27811740896	104731.27811740896
gqa2	128x32x32s4k8	1	98666.386589472648	98666.386589472648
gqa2	128x32x32s4k16	1	107786.01583605344	107786.01583605344
gqa2	128x32x32s5k1	1	139931.3539362968	139931.3539362968
gqa2	128x32x32s5k2	1	124612.54848611978	124612.54848611978
gqa2	128x32x32s5k4	1	108246.76927405133	108246.76927405133
gqa2	128x32x32s5k8	1	113174.87970387592	113174.87970387592
gqa2	128x32x32s5k16	1	150802.6548793281	150802.6548793281
gqa2	128x64x16s2k1	1	193101.21295347458	193101.21295347458
gqa2	128x64x16s2k2	1	173225.38061671029	173225.38061671029
gqa2	128x64x16s2k4	1	149407.19057609123	149407.19057609123
gqa2	128x64x16s2k8	1	137564.81156494119	137564.81156494119
gqa2	128x64x16s2k16	1	133268.47078893863	133268.47078893863
gqa2	128x64x16s3k1	1	195255.05912585996	195255.05912585996
gqa2	128x64x16s3k2	1	175379.2267890957	175379.2267890957
gqa2	128x64x16s3k4	1	151561.03674847673	151561.03674847673
gqa2	128x64x16s3k8	1	139718.6577373266	139718.6577373266
gqa2	128x64x16s3k16	1	135422.31696132408	135422.31696132408
gqa2	128x64x16s4k1	1	197408.90529824543	197408.90529824543
gqa2	128x64x16s4k2	1	177533.07296148111	177533.07296148111
gqa2	128x64x16s4k4	1	153714.88292086212	153714.88292086212
gqa2	128x64x16s4k8	1	141872.50390971205	141872.50390971205
gqa2	128x64x16s4k16	1	137576.16313370952	137576.16313370952
gqa2	128x64x16s5k1	1	199562.7514706309	199562.7514706309
gqa2	128x64x16s5k2	1	179686.91913386658	179686.91913386658
gqa2	128x64x16s5k4	1	155868.72909324756	155868.72909324756
gqa2	128x64x16s5k8	1	144026.35008209746	144026.35008209746
gqa2	128x64x16s5k16	1	139730.00930609493	139730.00930609493
gqa2	128x64x32s2k1	1	181439.53224824544	181439.53224824544
gqa2	128x64x32s2k2	1	154111.32582148112	154111.32582148112
gqa2	128x64x32s2k4	1	130293.1357808621	130293.1357808621
gqa2	128x64x32s2k8	1	118450.75676971205	118450.75676971205
gqa2	128x64x32s2k16	1	114154.4159937095	114154.4159937095
gqa2	128x64x32s3k1	1	185747.22459301632	185747.22459301632
gqa2	128x64x32s3k2	1	158419.01816625198	158419.01816625198
gqa2	128x64x32s3k4	1	134600.82812563298	134600.82812563298
gqa2	128x64x32s3k8	1	122758.44911448291	122758.44911448291
gqa2	128x64x32s3k16	1	118462.10833848038	118462.10833848038
gqa2	128x64x32s4k1	1	190054.91693778714	190054.91693778714
gqa2	128x64x32s4k2	1	162726.71051102283	162726.71051102283
gqa2	128x64x32s4k4	1	138908.52047040383	138908.52047040383
gqa2	128x64x32s4k8	1	127066.14145925376	127066.14145925376
gqa2	128x64x32s4k16	1	122769.80068325123	122769.80068325123
gqa2	128x64x32s5k1	1	194311.98260255798	194311.98260255798
gqa2	128x64x32s5k2	1	166960.15039179372	166960.15039179372
gqa2	128x64x32s5k4	1	143141.96035117473	143141.96035117473
gqa2	128x64x32s5k8	1	131299.58134002463	131299.58134002463
gqa2	128x64x32s5k16	1	145837.03687851803	145837.03687851803
gqa2	128x128x16s2k1	1	315980.89033479901	315980.89033479901
gqa2	128x128x16s2k2	1	246670.93894094531	246670.93894094531
gqa2	128x128x16s2k4	1	198990.0815202677	198990.0815202677
gqa2	128x128x16s2k8	1	175216.3688190883	175216.3688190883
gqa2	128x128x16s2k16	1	163462.94448681743	163462.94448681743
gqa2	128x128x16s3k1	1	318852.68523131293	318852.68523131293
gqa2	128x128x16s3k2	1	249542.73383745927	249542.73383745927
gqa2	128x128x16s3k4	1	201861.8764167816	201861.8764167816
gqa2	128x128x16s3k8	1	178088.16371560216	178088.16371560216
gqa2	128x128x16s3k16	1	166334.73938333135	166334.73938333135
gqa2	128x128x16s4k1	1	321724.48012782692	321724.48012782692
gqa2	128x128x16s4k2	1	252414.52873397322	252414.52873397322
gqa2	128x128x16s4k4	1	204733.67131329555	204733.67131329555
gqa2	128x128x16s4k8	1	180959.95861211614	180959.95861211614
gqa2	128x128x16s4k16	1	169206.53427984528	169206.53427984528
gqa2	128x128x16s5k1	1	324596.27502434072	324596.27502434072
gqa2	128x128x16s5k2	1	255286.32363048702	255286.32363048702
gqa2	128x128x16s5k4	1	207605.46620980941	207605.46620980941
gqa2	128x128x16s5k8	1	183831.75350863	183831.75350863
gqa2	128x128x16s5k16	1	172078.32917635914	172078.32917635914
gqa2	128x128x32s2k1	1	321724.48012782692	321724.48012782692
gqa2	128x128x32s2k2	1	252414.52873397322	252414.52873397322
gqa2	128x128x32s2k4	1	204733.67131329555	204733.67131329555
gqa2	128x128x32s2k8	1	180959.95861211614	180959.95861211614
gqa2	128x128x32s2k16	1	169206.53427984528	169206.53427984528
gqa2	128x128x32s3k1	1	327468.0699208547	327468.0699208547
gqa2	128x128x32s3k2	1	258158.11852700103	258158.11852700103
gqa2	128x128x32s3k4	1	210477.26110632331	210477.26110632331
gqa2	128x128x32s3k8	1	186703.5484051439	186703.5484051439
gqa2	128x128x32s3k16	1	174950.12407287309	174950.12407287309
gqa2	128x128x32s4k1	1	333161.03303388244	333161.03303388244
gqa2	128x128x32s4k2	1	263827.45585602883	263827.45585602883
gqa2	128x128x32s4k4	1	216146.59843535119	216146.59843535119
gqa2	128x128x32s4k8	1	192372.88573417175	192372.88573417175
gqa2	128x128x32s4k16	1	180619.46140190089	180619.46140190089
gqa2	128x128x32s5k1	1	338904.62282691034	338904.62282691034
gqa2	128x128x32s5k2	1	269571.04564905673	269571.04564905673
gqa2	128x128x32s5k4	1	221890.188228379	221890.188228379
gqa2	128x128x32s5k8	1	198116.4755271996	198116.4755271996
gqa2	128x128x32s5k16	1	186363.0511949287	186363.0511949287
gqa2	128x256x16s2k1	1	593678.99119744799	593678.99119744799
gqa2	128x256x16s2k2	1	440405.54986941547	440405.54986941547
gqa2	128x256x16s2k4	1	344999.35768862057	344999.35768862057
gqa2	128x256x16s2k8	1	297362.97760738252	297362.97760738252
gqa2	128x256x16s2k16	1	273678.21958508238	273678.21958508238
gqa2	128x256x16s3k1	1	597986.68354221887	597986.68354221887
gqa2	128x256x16s3k2	1	444713.24221418641	444713.24221418641
gqa2	128x256x16s3k4	1	349307.05003339151	349307.05003339151
gqa2	128x256x16s3k8	1	301670.66995215346	301670.66995215346
gqa2	128x256x16s3k16	1	277985.91192985326	277985.91192985326
gqa2	128x256x16s4k1	1	602294.37588698987	602294.37588698987
gqa2	128x256x16s4k2	1	449020.93455895723	449020.93455895723
gqa2	128x256x16s4k4	1	353614.74237816228	353614.74237816228
gqa2	128x256x16s4k8	1	305978.36229692429	305978.36229692429
gqa2	128x256x16s4k16	1	282293.60427462409	282293.60427462409
gqa2	128x256x16s5k1	1	606551.44155176065	606551.44155176065
gqa2	128x256x16s5k2	1	453254.37443972798	453254.37443972798
gqa2	128x256x16s5k4	1	357848.1822589332	357848.1822589332
gqa2	128x256x16s5k8	1	310211.80217769521	310211.80217769521
gqa2	128x256x16s5k16	1	286527.04415539501	286527.04415539501
gqa2	128x256x32s2k1	1	602294.37588698987	602294.37588698987
gqa2	128x256x32s2k2	1	449020.93455895723	449020.93455895723
gqa2	128x256x32s2k4	1	353614.74237816228	353614.74237816228
gqa2	128x256x32s2k8	1	305978.36229692429	305978.36229692429
gqa2	128x256x32s2k16	1	282293.60427462409	282293.60427462409
gqa2	128x256x32s3k1	1	610859.13389653142	610859.13389653142
gqa2	128x256x32s3k2	1	457562.06678449886	457562.06678449886
gqa2	128x256x32s3k4	1	362155.87460370397	362155.87460370397
gqa2	128x256x32s3k8	1	314519.49452246598	314519.49452246598
gqa2	128x256x32s3k16	1	290834.73650016583	290834.73650016583
gqa2	128x256x32s4k1	1	619474.51858607342	619474.51858607342
gqa2	128x256x32s4k2	1	466177.45147404063	466177.45147404063
gqa2	128x256x32s4k4	1	370771.25929324573	370771.25929324573
gqa2	128x256x32s4k8	1	323134.87921200768	323134.87921200768
gqa2	128x256x32s4k16	1	299450.1211897076	299450.1211897076
gqa2	256x16x16s2k1	1	204742.66902239955	204742.66902239955
gqa2	256x16x16s2k2	1	180780.25472211116	180780.25472211116
gqa2	256x16x16s2k4	1	159901.654958378	159901.654958378
gqa2	256x16x16s2k8	1	156503.43012006179	156503.43012006179
gqa2	256x16x16s2k16	1	164289.72602183255	164289.72602183255
gqa2	256x16x16s3k1	1	193105.20013994552	193105.20013994552
gqa2	256x16x16s3k2	1	162288.03539165715	162288.03539165715
gqa2	256x16x16s3k4	1	141409.43562792405	141409.43562792405
gqa2	256x16x16s3k8	1	146491.39221291899	146491.39221291899
gqa2	256x16x16s3k16	1	167869.75512895541	167869.75512895541
gqa2	256x16x16s4k1	1	180187.10916749161	180187.10916749161
gqa2	256x16x16s4k2	1	141917.57032920324	141917.57032920324
gqa2	256x16x16s4k4	1	121038.97056547005	121038.97056547005
gqa2	256x16x16s4k8	1	126992.72202976389	126992.72202976389
gqa2	256x16x16s4k16	1	159902.54844665751	159902.54844665751
gqa2	256x16x16s5k1	1	183238.39124503755	183238.39124503755
gqa2	256x16x16s5k2	1	144968.85240674924	144968.85240674924
gqa2	256x16x16s5k4	1	124090.25264301611	124090.25264301611
gqa2	256x16x16s5k8	1	130915.79898660877	130915.79898660877
gqa2	256x16x16s5k16	1	166876.90748104843	166876.90748104843
gqa2	256x16x32s2k1	1	180187.10916749161	180187.10916749161
gqa2	256x16x32s2k2	1	141917.57032920324	141917.57032920324
gqa2	256x16x32s2k4	1	121038.97056547005	121038.97056547005
gqa2	256x16x32s2k8	1	126992.72202976389	126992.72202976389
gqa2	256x16x32s2k16	1	159902.54844665751	159902.54844665751
gqa2	256x16x32s3k1	1	186239.04664258362	186239.04664258362
gqa2	256x16x32s3k2	1	147945.88202029528	147945.88202029528
gqa2	256x16x32s3k4	1	138162.84831776994	138162.84831776994
gqa2	256x16x32s3k8	1	173599.10469368089	173599.10469368089
gqa2	256x16x32s3k16	1	262541.54254110163	262541.54254110163
gqa2	256x16x32s4k1	1	192341.61079767565	192341.61079767565
gqa2	256x16x32s4k2	1	154048.44617538733	154048.44617538733
gqa2	256x16x32s4k4	1	146009.00223145972	146009.00223145972
gqa2	256x16x32s4k8	1	187547.82276246278	187547.82276246278
gqa2	256x16x32s4k16	1	290438.97867866524	290438.97867866524
gqa2	256x16x32s5k1	1	198444.17495276773	198444.17495276773
gqa2	256x16x32s5k2	1	160151.01033047942	160151.01033047942
gqa2	256x16x32s5k4	1	153855.15614514952	153855.15614514952
gqa2	256x16x32s5k8	1	201496.54083124461	201496.54083124461
gqa2	256x16x32s5k16	1	318336.41481622891	318336.41481622891
gqa2	256x32x16s2k1	1	217958.23677648348	217958.23677648348
gqa2	256x32x16s2k2	1	186730.81561440747	186730.81561440747
gqa2	256x32x16s2k4	1	157236.83116113255	157236.83116113255
gqa2	256x32x16s2k8	1	146248.86266774382	146248.86266774382
gqa2	256x32x16s2k16	1	159106.72213318272	159106.72213318272
gqa2	256x32x16s3k1	1	221189.00603506161	221189.00603506161
gqa2	256x32x16s3k2	1	189961.58487298558	189961.58487298558
gqa2	256x32x16s3k4	1	160467.60041971071	160467.60041971071
gqa2	256x32x16s3k8	1	149479.63192632201	149479.63192632201
gqa2	256x32x16s3k16	1	163260.56832278322	163260.56832278322
gqa2	256x32x16s4k1	1	208450.40224363975	208450.40224363975
gqa2	256x32x16s4k2	1	169770.60699156372	169770.60699156372
gqa2	256x32x16s4k4	1	140276.62253828888	140276.62253828888
gqa2	256x32x16s4k8	1	129288.65404490015	129288.65404490015
gqa2	256x32x16s4k16	1	143992.66737238367	143992.66737238367
gqa2	256x32x16s5k1	1	211681.17150221794	211681.17150221794
gqa2	256x32x16s5k2	1	173001.37625014188	173001.37625014188
gqa2	256x32x16s5k4	1	143507.39179686701	143507.39179686701
gqa2	256x32x16s5k8	1	132519.42330347831	132519.42330347831
gqa2	256x32x16s5k16	1	148146.51356198417	148146.51356198417
gqa2	256x32x32s2k1	1	208450.40224363975	208450.40224363975
gqa2	256x32x32s2k2	1	169770.60699156372	169770.60699156372
gqa2	256x32x32s2k4	1	140276.62253828888	140276.62253828888
gqa2	256x32x32s2k8	1	129288.65404490015	129288.65404490015
gqa2	256x32x32s2k16	1	143992.66737238367	143992.66737238367
gqa2	256x32x32s3k1	1	214861.31408079612	214861.31408079612
gqa2	256x32x32s3k2	1	176157.89304472008	176157.89304472008
gqa2	256x32x32s3k4	1	146663.90859144516	146663.90859144516
gqa2	256x32x32s3k8	1	153894.35179187081	153894.35179187081
gqa2	256x32x32s3k16	1	215990.54821593498	215990.54821593498
gqa2	256x32x32s4k1	1	221322.85259795238	221322.85259795238
gqa2	256x32x32s4k2	1	182619.43156187632	182619.43156187632
gqa2	256x32x32s4k4	1	153125.44710860145	153125.44710860145
gqa2	256x32x32s4k8	1	162202.04417107182	162202.04417107182
gqa2	256x32x32s4k16	1	230759.77911229222	230759.77911229222
gqa2	256x32x32s5k1	1	227784.39111510865	227784.39111510865
gqa2	256x32x32s5k2	1	189080.97007903268	189080.97007903268
gqa2	256x32x32s5k4	1	159586.98562575781	159586.98562575781
gqa2	256x32x32s5k8	1	170509.73655027273	170509.73655027273
gqa2	256x32x32s5k16	1	245529.01000864952	245529.01000864952
gqa2	256x64x16s2k1	1	317416.78778305597	317416.78778305597
gqa2	256x64x16s2k2	1	248106.8363892023	248106.8363892023
gqa2	256x64x16s2k4	1	200425.97896852461	200425.97896852461
gqa2	256x64x16s2k8	1	176652.26626734529	176652.26626734529
gqa2	256x64x16s2k16	1	167881.67535758176	167881.67535758176
gqa2	256x64x16s3k1	1	321006.53140369832	321006.53140369832
gqa2	256x64x16s3k2	1	251696.58000984465	251696.58000984465
gqa2	256x64x16s3k4	1	204015.72258916704	204015.72258916704
gqa2	256x64x16s3k8	1	180242.00988798763	180242.00988798763
gqa2	256x64x16s3k16	1	171471.4189782241	171471.4189782241
gqa2	256x64x16s4k1	1	324596.27502434072	324596.27502434072
gqa2	256x64x16s4k2	1	255286.32363048702	255286.32363048702
gqa2	256x64x16s4k4	1	207605.46620980941	207605.46620980941
gqa2	256x64x16s4k8	1	183831.75350863	183831.75350863
gqa2	256x64x16s4k16	1	175061.16259886647	175061.16259886647
gqa2	256x64x16s5k1	1	328135.39196498308	328135.39196498308
gqa2	256x64x16s5k2	1	258801.81478712946	258801.81478712946
gqa2	256x64x16s5k4	1	211120.9573664518	211120.9573664518
gqa2	256x64x16s5k8	1	187347.24466527242	187347.24466527242
gqa2	256x64x16s5k16	1	210015.11568006725	210015.11568006725
gqa2	256x64x32s2k1	1	324596.27502434072	324596.27502434072
gqa2	256x64x32s2k2	1	255286.32363048702	255286.32363048702
gqa2	256x64x32s2k4	1	207605.46620980941	207605.46620980941
gqa2	256x64x32s2k8	1	183831.75350863	183831.75350863
gqa2	256x64x32s2k16	1	175061.16259886647	175061.16259886647
gqa2	256x64x32s3k1	1	331725.13558562548	331725.13558562548
gqa2	256x64x32s3k2	1	262391.55840777181	262391.55840777181
gqa2	256x64x32s3k4	1	214710.70098709417	214710.70098709417
gqa2	256x64x32s3k8	1	190936.98828591485	190936.98828591485
gqa2	256x64x32s3k16	1	214630.50033517892	214630.50033517892
gqa2	256x64x32s4k1	1	338904.62282691034	338904.62282691034
gqa2	256x64x32s4k2	1	269571.04564905673	269571.04564905673
gqa2	256x64x32s4k4	1	221890.188228379	221890.188228379
gqa2	256x64x32s4k8	1	198116.4755271996	198116.4755271996
gqa2	256x64x32s4k16	1	223861.26964540218	223861.26964540218
gqa2	256x128x16s2k1	1	593678.99119744799	593678.99119744799
gqa2	256x128x16s2k2	1	440405.54986941547	440405.54986941547
gqa2	256x128x16s2k4	1	344999.35768862057	344999.35768862057
gqa2	256x128x16s2k8	1	297362.97760738252	297362.97760738252
gqa2	256x128x16s2k16	1	273678.21958508238	273678.21958508238
gqa2	256x128x16s3k1	1	597986.68354221887	597986.68354221887
gqa2	256x128x16s3k2	1	444713.24221418641	444713.24221418641
gqa2	256x128x16s3k4	1	349307.05003339151	349307.05003339151
gqa2	256x128x16s3k8	1	301670.66995215346	301670.66995215346
gqa2	256x128x16s3k16	1	277985.91192985326	277985.91192985326
gqa2	256x128x16s4k1	1	602294.37588698987	602294.37588698987
gqa2	256x128x16s4k2	1	449020.93455895723	449020.93455895723
gqa2	256x128x16s4k4	1	353614.74237816228	353614.74237816228
gqa2	256x128x16s4k8	1	305978.36229692429	305978.36229692429
gqa2	256x128x16s4k16	1	282293.60427462409	282293.60427462409
gqa2	256x128x16s5k1	1	606551.44155176065	606551.44155176065
gqa2	256x128x16s5k2	1	453254.37443972798	453254.37443972798
gqa2	256x128x16s5k4	1	357848.1822589332	357848.1822589332
gqa2	256x128x16s5k8	1	310211.80217769521	310211.80217769521
gqa2	256x128x16s5k16	1	286527.04415539501	286527.04415539501
gqa2	256x128x32s2k1	1	602294.37588698987	602294.37588698987
gqa2	256x128x32s2k2	1	449020.93455895723	449020.93455895723
gqa2	256x128x32s2k4	1	353614.74237816228	353614.74237816228
gqa2	256x128x32s2k8	1	305978.36229692429	305978.36229692429
gqa2	256x128x32s2k16	1	282293.60427462409	282293.60427462409
gqa2	256x128x32s3k1	1	610859.13389653142	610859.13389653142
gqa2	256x128x32s3k2	1	457562.06678449886	457562.06678449886
gqa2	256x128x32s3k4	1	362155.87460370397	362155.87460370397
gqa2	256x128x32s3k8	1	314519.49452246598	314519.49452246598
gqa2	256x128x32s3k16	1	290834.73650016583	290834.73650016583
gqa2	256x128x32s4k1	1	619474.51858607342	619474.51858607342
gqa2	256x128x32s4k2	1	466177.45147404063	466177.45147404063
gqa2	256x128x32s4k4	1	370771.25929324573	370771.25929324573
gqa2	256x128x32s4k8	1	323134.87921200768	323134.87921200768
gqa2	256x128x32s4k16	1	299450.1211897076	299450.1211897076
gqa2	256x256x16s2k1	1	1146203.3980262321	1146203.3980262321
gqa2	256x256x16s2k2	1	825002.97682984197	825002.97682984197
gqa2	256x256x16s2k4	1	634146.11512881226	634146.11512881226
gqa2	256x256x16s2k8	1	538784.40028745728	538784.40028745728
gqa2	256x256x16s2k16	1	491236.97488509846	491236.97488509846
gqa2	256x256x16s3k1	1	1151946.98781926	1151946.98781926
gqa2	256x256x16s3k2	1	830746.56662286958	830746.56662286958
gqa2	256x256x16s3k4	1	639889.70492184011	639889.70492184011
gqa2	256x256x16s3k8	1	544527.99008048489	544527.99008048489
gqa2	256x256x16s3k16	1	496980.56467812613	496980.56467812613
gqa2	256x256x16s4k1	1	1157639.9509322878	1157639.9509322878
gqa2	256x256x16s4k2	1	836415.9039518974	836415.9039518974
gqa2	256x256x16s4k4	1	645559.04225086817	645559.04225086817
gqa2	256x256x16s4k8	1	550197.32740951283	550197.32740951283
gqa2	256x256x16s4k16	1	502649.90200715401	502649.90200715401
gqa2	256x256x16s5k1	1	1163383.5407253159	1163383.5407253159
gqa2	256x256x16s5k2	1	842159.49374492548	842159.49374492548
gqa2	256x256x16s5k4	1	651302.63204389578	651302.63204389578
gqa2	256x256x16s5k8	1	555940.91720254079	555940.91720254079
gqa2	256x256x16s5k16	1	508393.49180018192	508393.49180018192
gqa2	256x256x32s2k1	1	1157639.9509322878	1157639.9509322878
gqa2	256x256x32s2k2	1	836415.9039518974	836415.9039518974
gqa2	256x256x32s2k4	1	645559.04225086817	645559.04225086817
gqa2	256x256x32s2k8	1	550197.32740951283	550197.32740951283
gqa2	256x256x32s2k16	1	502649.90200715401	502649.90200715401
gqa2	256x256x32s3k1	1	1169127.1305183438	1169127.1305183438
gqa2	256x256x32s3k2	1	847903.08353795332	847903.08353795332
gqa2	256x256x32s3k4	1	657046.22183692374	657046.22183692374
gqa2	256x256x32s3k8	1	561684.50699556828	561684.50699556828
gqa2	256x256x32s3k16	1	514137.08159320953	514137.08159320953
mha4	32x16x16s2k1	1	178929.51130013115	178929.51130013115
mha4	32x16x16s2k2	1	217904.45739018157	217904.45739018157
mha4	32x16x16s2k4	1	210619.91595574206	210619.91595574206
mha4	32x16x16s2k8	1	210820.06398322035	210820.06398322035
mha4	32x16x16s2k16	1	211638.81991572236	211638.81991572236
mha4	32x16x16s3k1	1	180006.43438632388	180006.43438632388
mha4	32x16x16s3k2	1	218981.3804763743	218981.3804763743
mha4	32x16x16s3k4	1	211696.83904193479	211696.83904193479
mha4	32x16x16s3k8	1	211896.98706941307	211896.98706941307
mha4	32x16x16s3k16	1	213023.43531225587	213023.43531225587
mha4	32x16x16s4k1	1	181083.3574725166	181083.3574725166
mha4	32x16x16s4k2	1	220058.30356256699	220058.30356256699
mha4	32x16x16s4k4	1	212773.76212812751	212773.76212812751
mha4	32x16x16s4k8	1	212973.91015560576	212973.91015560576
mha4	32x16x16s4k16	1	214408.05070878935	214408.05070878935
mha4	32x16x16s5k1	1	182160.28055870932	182160.28055870932
mha4	32x16x16s5k2	1	221135.22664875974	221135.22664875974
mha4	32x16x16s5k4	1	213850.68521432023	213850.68521432023
mha4	32x16x16s5k8	1	214050.83324179848	214050.83324179848
mha4	32x16x16s5k16	1	215792.66610532283	215792.66610532283
mha4	32x16x32s2k1	1	181083.3574725166	181083.3574725166
mha4	32x16x32s2k2	1	220058.30356256699	220058.30356256699
mha4	32x16x32s2k4	1	212773.76212812751	212773.76212812751
mha4	32x16x32s2k8	1	212973.91015560576	212973.91015560576
mha4	32x16x32s2k16	1	214408.05070878935	214408.05070878935
mha4	32x16x32s3k1	1	183237.20364490201	183237.20364490201
mha4	32x16x32s3k2	1	222212.14973495243	222212.14973495243
mha4	32x16x32s3k4	1	214927.60830051295	214927.60830051295
mha4	32x16x32s3k8	1	215127.7563279912	215127.7563279912
mha4	32x16x32s3k16	1	217177.28150185634	217177.28150185634
mha4	32x16x32s4k1	1	185391.04981728748	185391.04981728748
mha4	32x16x32s4k2	1	224365.99590733787	224365.99590733787
mha4	32x16x32s4k4	1	217081.45447289839	217081.45447289839
mha4	32x16x32s4k8	1	217281.60250037664	217281.60250037664
mha4	32x16x32s4k16	1	219946.5122949233	219946.5122949233
mha4	32x16x32s5k1	1	187544.89598967286	187544.89598967286
mha4	32x16x32s5k2	1	226519.84207972331	226519.84207972331
mha4	32x16x32s5k4	1	219235.3006452838	219235.3006452838
mha4	32x16x32s5k8	1	219435.44867276208	219435.44867276208
mha4	32x16x32s5k16	1	222715.7430879903	222715.7430879903
mha4	32x32x16s2k1	1	198020.9756983202	198020.9756983202
mha4	32x32x16s2k2	1	231149.7678918959	231149.7678918959
mha4	32x32x16s2k4	1	218121.63666442857	218121.63666442857
mha4	32x32x16s2k8	1	213398.70772645439	213398.70772645439
mha4	32x32x16s2k16	1	213799.00378141092	213799.00378141092
mha4	32x32x16s3k1	1	199456.87314657721	199456.87314657721
mha4	32x32x16s3k2	1	232585.66534015286	232585.66534015286
mha4	32x32x16s3k4	1	219557.53411268553	219557.53411268553
mha4	32x32x16s3k8	1	214834.60517471138	214834.60517471138
mha4	32x32x16s3k16	1	215234.90122966788	215234.90122966788
mha4	32x32x16s4k1	1	200892.77059483409	200892.77059483409
mha4	32x32x16s4k2	1	234021.56278840979	234021.56278840979
mha4	32x32x16s4k4	1	220993.43156094247	220993.43156094247
mha4	32x32x16s4k8	1	216270.50262296834	216270.50262296834
mha4	32x32x16s4k16	1	216670.79867792485	216670.79867792485
mha4	32x32x16s5k1	1	202328.66804309108	202328.66804309108
mha4	32x32x16s5k2	1	235457.46023666678	235457.46023666678
mha4	32x32x16s5k4	1	222429.32900919946	222429.32900919946
mha4	32x32x16s5k8	1	217706.40007122527	217706.40007122527
mha4	32x32x16s5k16	1	218106.69612618178	218106.69612618178
mha4	32x32x32s2k1	1	200892.77059483409	200892.77059483409
mha4	32x32x32s2k2	1	234021.56278840979	234021.56278840979
mha4	32x32x32s2k4	1	220993.43156094247	220993.43156094247
mha4	32x32x32s2k8	1	216270.50262296834	216270.50262296834
mha4	32x32x32s2k16	1	216670.79867792485	216670.79867792485
mha4	32x32x32s3k1	1	203764.56549134807	203764.56549134807
mha4	32x32x32s3k2	1	236893.35768492369	236893.35768492369
mha4	32x32x32s3k4	1	223865.22645745639	223865.22645745639
mha4	32x32x32s3k8	1	219142.29751948224	219142.29751948224
mha4	32x32x32s3k16	1	219542.59357443877	219542.59357443877
mha4	32x32x32s4k1	1	206636.36038786193	206636.36038786193
mha4	32x32x32s4k2	1	239765.15258143764	239765.15258143764
mha4	32x32x32s4k4	1	226737.02135397031	226737.02135397031
mha4	32x32x32s4k8	1	222014.09241599613	222014.09241599613
mha4	32x32x32s4k16	1	222414.38847095266	222414.38847095266
mha4	32x32x32s5k1	1	209500.65348437583	209500.65348437583
mha4	32x32x32s5k2	1	242625.94483795154	242625.94483795154
mha4	32x32x32s5k4	1	229597.81361048427	229597.81361048427
mha4	32x32x32s5k8	1	224874.88467251009	224874.88467251009
