configuration	model	seq	placement	evidence	l2_ms	l2_ms_ci_low	l2_ms_ci_high	l1_ms	l1_ms_ci_low	l1_ms_ci_high	nofence_ms	nofence_ms_ci_low	nofence_ms_ci_high	nowait_ms	nowait_ms_ci_low	nowait_ms_ci_high	neither_ms	neither_ms_ci_low	neither_ms_ci_high	l1nosync_ms	l1nosync_ms_ci_low	l1nosync_ms_ci_high	fence_ms	fence_ms_ci_low	fence_ms_ci_high	wait_ms	wait_ms_ci_low	wait_ms_ci_high	notify_ms	notify_ms_ci_low	notify_ms_ci_high	barrier_ms	barrier_ms_ci_low	barrier_ms_ci_high	protocol_ms	protocol_ms_ci_low	protocol_ms_ci_high	protocol_over_barrier	protocol_over_barrier_ci_low	protocol_over_barrier_ci_high	l2_over_l1	l2_over_l1_ci_low	l2_over_l1_ci_high
window4	gqa2	4	5	docs/experiments/SYNC_V3/ablation/window4/paired/gqa2_s4_p5	0.294112	0.293824	0.294912	0.392352	0.392192	0.393216	0.28144	0.280576	0.282432	0.064544	0.063488	0.065536	0.062464	0.060448	0.062464	0.364544	0.364544	0.366592	0.013087999999999989	0.012447999999999959	0.013759999999999994	0.22937600000000002	0.22931199999999996	0.230176	0.003040000000000008	0.0028479999999999964	0.0030719999999999983	0.02761600000000003	0.025792000000000037	0.02867200000000003	0.232544	0.23168000000000002	0.23324799999999998	8.451911935110072	8.079241071428564	8.97022332506202	0.7500815926892951	0.7490416768615936	0.7506746258892796
window4	gqa2	128	0	docs/experiments/SYNC_V3/ablation/window4/paired/gqa2_s128_p0	0.636704	0.635904	0.636928	0.55808	0.55808	0.558272	0.616448	0.616448	0.617472	0.594944	0.59408	0.594944	0.539648	0.539648	0.539712	0.526336	0.526144	0.526336	0.020256000000000052	0.01945600000000003	0.020480000000000054	0.04198400000000002	0.040959999999999996	0.042784000000000044	0.05529600000000001	0.05427199999999999	0.05545600000000006	0.03190399999999993	0.031743999999999994	0.03276800000000002	0.09699200000000008	0.09625600000000001	0.09728000000000003	3.0231155778894494	2.964143426294816	3.094853683148328	1.1410065344491573	1.1394495412844037	1.141677182516921
window4	gqa2	128	5	docs/experiments/SYNC_V3/ablation/window4/paired/gqa2_s128_p5	0.470016	0.468992	0.470016	0.55808	0.557088	0.55808	0.453632	0.453504	0.453632	0.185472	0.185344	0.186336	0.169984	0.169824	0.169984	0.525312	0.525312	0.526336	0.01638400000000001	0.016351999999999978	0.016640000000000044	0.283648	0.283648	0.284512	0.015712000000000004	0.015360000000000013	0.01638400000000001	0.031743999999999994	0.03091200000000005	0.03206399999999998	0.30003199999999997	0.29900800000000005	0.300192	9.41935483870968	9.40421263791376	9.672877846790874	0.8419604471195186	0.8419117647058824	0.8422018348623853
window4	mha4	4	0	docs/experiments/SYNC_V3/ablation/window4/paired/mha4_s4_p0	0.897024	0.8968	0.899008	0.782176	0.781312	0.78336	0.871424	0.8704	0.872448	0.850944	0.849088	0.851968	0.748448	0.746336	0.749568	0.728064	0.72704	0.729088	0.026624000000000092	0.025568000000000035	0.02867200000000003	0.04704000000000008	0.045184	0.049023999999999957	0.10342399999999996	0.100576	0.10444799999999999	0.054431999999999925	0.05145600000000006	0.0552959999999999	0.14950399999999997	0.146656	0.15171199999999996	2.773584905660378	2.6505681818181865	2.864761904761906	1.1490101439790577	1.1464869281045753	1.150786157067203
window4	mha4	4	5	docs/experiments/SYNC_V3/ablation/window4/paired/mha4_s4_p5	0.587776	0.586752	0.587776	0.78336	0.78256	0.784384	0.562176	0.561312	0.5624	0.147456	0.147456	0.147456	0.147456	0.147456	0.147584	0.729088	0.728064	0.730112	0.02550399999999997	0.024576000000000042	0.025823999999999958	0.440256	0.43942400000000004	0.44032	0.0	-0.00019199999999999773	6.40000000000085e-05	0.05430399999999991	0.053311999999999915	0.0552959999999999	0.44031999999999993	0.439296	0.44057599999999997	8.111373011196225	7.999999999999998	8.259303721488607	0.7501429388221841	0.7493472584856397	0.7506527415143603
window4	mha4	128	0	docs/experiments/SYNC_V3/ablation/window4/paired/mha4_s128_p0	1.302528	1.288192	1.307424	1.120448	1.117152	1.12128	1.21856	1.205248	1.238016	1.173504	1.152	1.184768	1.05472	1.0392	1.096704	1.056768	1.036288	1.057792	0.05334400000000006	0.05119999999999991	0.08908800000000006	0.12697599999999998	0.08806399999999992	0.137216	0.11280000000000001	0.104576	0.12185599999999996	0.06345599999999996	0.06140799999999991	0.06777599999999984	0.24371199999999993	0.205824	0.25804800000000006	3.3517457008858833	2.351334951456313	4.049180327868845	1.1652456585588409	1.1640112464854733	1.1659028414298809
window4	mha4	128	5	docs/experiments/SYNC_V3/ablation/window4/paired/mha4_s128_p5	0.923648	0.905216	0.96688	1.090784	1.044608	1.120256	0.88064	0.861984	0.912384	0.360448	0.344064	0.362496	0.324608	0.323584	0.3264	1.057792	1.057728	1.059808	0.04403200000000007	0.040959999999999996	0.0452800000000001	0.577536	0.54576	0.6062080000000001	0.03583999999999998	0.03289599999999998	0.03775999999999996	0.033055999999999974	-0.013184000000000085	0.06243200000000004	0.608128	0.579616	0.6423679999999999	10.185128983308044	-14.723817567567595	10.3377551020408	0.864611142077625	0.8638272345530893	0.8656429942418427
local4	gqa2	4	0	docs/experiments/SYNC_V3/ablation/local4/paired/gqa2_s4_p0	0.4352	0.434176	0.436224	0.392192	0.39136	0.393184	0.41984	0.418816	0.41984	0.41472	0.413696	0.415744	0.396288	0.39536	0.397312	0.365568	0.364544	0.366336	0.016160000000000008	0.015135999999999983	0.01641600000000004	0.020479999999999998	0.019328000000000012	0.02163200000000004	0.018432000000000004	0.01823999999999998	0.019519999999999982	0.026783999999999974	0.026463999999999988	0.02784000000000003	0.038912	0.03807999999999995	0.03993600000000003	1.4627720504009158	1.4363425925925932	1.490297542043986	1.1091295811518325	1.1082625734813847	1.1113286028872034
local4	gqa2	4	5	docs/experiments/SYNC_V3/ablation/local4/paired/gqa2_s4_p5	0.280576	0.279552	0.2816	0.392416	0.39136	0.393216	0.270336	0.270048	0.271264	0.063488	0.062464	0.063488	0.062464	0.0616	0.063456	0.365568	0.36352	0.366592	0.010240000000000027	0.009344000000000019	0.010368000000000044	0.21708800000000003	0.217088	0.21811200000000003	0.00032000000000000084	0.0	0.001024000000000004	0.02745599999999998	0.026624000000000037	0.02867200000000003	0.218112	0.21795199999999998	0.21897600000000003	7.935897435897442	7.642857142857135	8.230769230769221	0.7154046997389034	0.7142045454545455	0.7161458333333334
local4	gqa2	128	0	docs/experiments/SYNC_V3/ablation/local4/paired/gqa2_s128_p0	0.620544	0.62048	0.620544	0.55808	0.557952	0.558272	0.599008	0.598208	0.59904	0.579584	0.579424	0.579584	0.561152	0.56112	0.56208	0.526176	0.525312	0.526336	0.021503999999999968	0.021407999999999983	0.02246400000000004	0.040959999999999996	0.040384000000000086	0.04115200000000008	0.018400000000000083	0.017568000000000028	0.018464000000000036	0.031967999999999996	0.03180800000000006	0.03276800000000002	0.059392	0.05920000000000003	0.059392	1.8387096774193543	1.8113207547169852	1.8653266331658305	1.1117876838235294	1.1115441935114065	1.111926605504587
local4	gqa2	128	5	docs/experiments/SYNC_V3/ablation/local4/paired/gqa2_s128_p5	0.458752	0.458752	0.459776	0.55728	0.557248	0.55808	0.443392	0.443264	0.443392	0.185344	0.185344	0.18544	0.17408	0.17408	0.17408	0.525376	0.525312	0.526336	0.016096	0.015359999999999985	0.01638400000000001	0.273408	0.273408	0.273504	0.011263999999999996	0.011231999999999992	0.011328000000000005	0.03187200000000001	0.031743999999999994	0.032159999999999966	0.28467200000000004	0.284672	0.285568	8.944556451612906	8.87960199004976	8.994959677419358	0.8231983921906403	0.8223443223443223	0.8235665137614679
local4	mha4	4	0	docs/experiments/SYNC_V3/ablation/local4/paired/mha4_s4_p0	0.864256	0.863232	0.86528	0.782336	0.781504	0.78336	0.834368	0.832512	0.83536	0.826304	0.82432	0.828448	0.791552	0.790368	0.792576	0.728032	0.726016	0.728928	0.030079999999999996	0.02848000000000006	0.030976000000000004	0.03715199999999996	0.035744	0.040735999999999994	0.03481600000000007	0.03292800000000007	0.03686400000000001	0.05449599999999999	0.05343999999999993	0.05632000000000004	0.071936	0.06985600000000003	0.07388800000000006	1.3061224489795935	1.2740911713791134	1.3828362751065155	1.1045778396527721	1.1035386631716906	1.1068730346714584
local4	mha4	4	5	docs/experiments/SYNC_V3/ablation/local4/paired/mha4_s4_p5	0.560128	0.559872	0.560128	0.78336	0.7832	0.784576	0.540672	0.540672	0.541504	0.144384	0.144192	0.144384	0.142336	0.142336	0.143296	0.729088	0.728864	0.730048	0.019391999999999965	0.018463999999999925	0.019455999999999918	0.41577600000000003	0.415648	0.416704	0.0016639999999999988	0.0010240000000000249	0.0020160000000000178	0.054432000000000036	0.05414399999999997	0.05520000000000003	0.417696	0.41696	0.41779199999999994	7.666470933646506	7.568115942028981	7.698113207547171	0.7148576330732465	0.7138712972420838	0.7154205224797314
local4	mha4	128	0	docs/experiments/SYNC_V3/ablation/local4/paired/mha4_s128_p0	1.27488	1.272832	1.275904	1.12128	1.120352	1.121504	1.193984	1.17248	1.219584	1.143808	1.120064	1.15712	1.098592	1.076224	1.10992	1.027072	1.01056	1.056768	0.05734400000000006	0.0542720000000001	0.07065600000000005	0.11993599999999982	0.10137600000000013	0.145216	0.04719999999999991	0.04198400000000002	0.050176	0.08304	0.06451200000000012	0.10444799999999987	0.16892799999999997	0.14643200000000012	0.18624000000000018	1.7514930325149283	1.5161290322580645	2.135442412259019	1.1377047309250699	1.1349330898507717	1.1381231252678188
local4	mha4	128	5	docs/experiments/SYNC_V3/ablation/local4/paired/mha4_s128_p5	0.914432	0.881792	0.94208	1.078432	1.041408	1.117984	0.866304	0.838656	0.893952	0.361472	0.355328	0.36352	0.33664	0.335776	0.336896	1.057792	1.056768	1.058816	0.04198400000000002	0.039040000000000075	0.04608000000000001	0.551968	0.5333760000000001	0.57856	0.02560000000000001	0.022527999999999992	0.027648000000000006	0.02063999999999999	-0.007136000000000031	0.06163200000000013	0.579616	0.555008	0.603136	9.342713567839203	-13.51227495908346	10.062466913710947	0.8469104442344046	0.8457260792294903	0.847927361205899
baseline	real	4	0	docs/experiments/SYNC_V3/realwidth/baseline/paired/real_s4_p0	5.93504	5.632864	6.10816	5.782528	5.435392	5.793792	5.628928	5.597184	6.079488	5.607424	5.556224	5.99552	5.412864	5.277696	5.691392	5.540864	5.37312	5.6944	0.028512000000000093	0.010239999999999583	0.13631999999999955	0.11507199999999962	0.07247999999999966	0.15753599999999945	0.3041280000000004	0.18944000000000027	0.3595839999999999	0.10329599999999939	0.08224000000000053	0.18217600000000012	0.4128639999999999	0.33535999999999966	0.4445760000000005	2.1372191863995145	0.9352897346248643	4.218973359324249	1.044921504458357	1.0413856840473423	1.0540515160386896
c1	real	4	0	docs/experiments/SYNC_V3/realwidth/c1/paired/real_s4_p0	5.963616	5.634048	6.119424	5.618688	5.374976	5.790784	6.066176	5.61632	6.095616	5.997248	5.656576	6.019072	5.55504	5.306368	5.671584	5.663424	5.379072	5.694464	0.028864000000000445	0.010943999999999399	0.04441600000000001	0.10649599999999992	-0.0296959999999995	0.12595199999999984	0.3768319999999994	0.2846720000000005	0.43696	0.09523199999999932	0.014272000000000062	0.11862399999999962	0.3877759999999997	0.30003199999999985	0.4487999999999994	2.4742698191933177	1.5905908268428908	4.038205499276393	1.0546363475491063	1.0468232997690972	1.0569656946921469
c2	real	4	0	docs/experiments/SYNC_V3/realwidth/c2/paired/real_s4_p0	5.907424	5.633024	6.119424	5.554176	5.395456	5.787648	6.071296	5.8624	6.089792	5.969824	5.541888	5.992448	5.685248	5.487616	5.701632	5.400416	5.251072	5.689216	0.01641600000000043	-0.3442879999999997	0.03820800000000002	0.09094400000000036	-0.2631679999999994	0.17715199999999953	0.2856960000000006	0.2208319999999997	0.3041279999999995	0.12300800000000045	0.09036799999999978	0.2201599999999999	0.388096	0.031039999999999957	0.43916799999999956	1.6715407203212103	0.33708701721730894	2.5907154070419285	1.0548302872062663	1.046477833099078	1.057087310003535
window2	real	4	0	docs/experiments/SYNC_V3/realwidth/window2/paired/real_s4_p0	5.9176	5.830816	6.151168	5.64912	5.390336	5.792992	6.321152	5.817184	6.35152	6.028288	5.793632	6.271712	5.686272	5.295104	5.720064	5.429248	5.289984	5.689184	0.012448000000000015	-0.2727360000000001	0.030560000000000365	0.04511999999999983	-0.12390400000000046	0.09942399999999996	0.5323199999999995	0.3399359999999998	0.5949439999999999	0.10569600000000001	0.04127999999999954	0.23462400000000017	0.5345279999999999	0.34175999999999984	0.6868800000000004	2.67906976744188	0.8331310679611662	6.048854540436129	1.0826367781155015	1.066300200043707	1.094168031962289
local2	real	4	0	docs/experiments/SYNC_V3/realwidth/local2/paired/real_s4_p0	5.937856	5.56032	6.024192	5.716128	5.432352	5.791776	5.910528	5.528704	5.999744	6.065152	5.6624	6.094848	5.910528	5.609472	5.984288	5.535744	5.352448	5.691392	0.02457599999999971	0.014528000000000318	0.09318399999999993	-0.055775999999999826	-0.08908800000000028	-0.038911999999999836	0.06415999999999933	-0.00201600000000024	0.15436799999999984	0.1005439999999993	0.030560000000000365	0.13737599999999972	-0.03478400000000015	-0.13088000000000033	0.12070399999999992	0.3999999999999992	-0.11286430295154949	1.5723270440251573	1.0356598016781082	1.0325776338350163	1.0402056056210636
