stage	logical_task	worker	slot
34	18	18	17
34	19	19	17
34	20	20	17
34	21	21	17
34	22	22	17
34	23	23	17
34	24	24	17
34	25	25	17
34	26	26	17
34	27	27	17
34	28	28	15
34	29	29	15
34	30	30	15
34	31	31	15
34	32	32	13
34	33	33	13
34	34	34	13
34	35	35	13
34	36	36	13
34	37	37	13
34	38	38	13
34	39	39	13
34	40	40	13
34	41	41	13
34	42	42	13
34	43	43	13
34	44	44	13
34	45	45	13
34	46	46	13
34	47	47	13
34	48	48	15
34	49	49	15
34	50	50	15
34	51	51	15
34	52	52	13
34	53	53	13
34	54	54	13
34	55	55	13
34	56	56	13
34	57	57	13
34	58	58	13
34	59	59	13
34	60	60	13
34	61	61	13
34	62	62	13
34	63	63	13
34	64	64	11
34	65	65	11
34	66	66	11
34	67	67	11
34	68	68	11
34	69	69	11
34	70	70	11
34	71	71	11
34	72	72	11
34	73	73	11
34	74	74	11
34	75	75	11
34	76	76	11
34	77	77	11
34	78	78	11
34	79	79	11
34	80	80	11
34	81	81	11
34	82	82	11
34	83	83	11
34	84	84	11
34	85	85	11
34	86	86	11
34	87	87	11
34	88	88	11
34	89	89	11
34	90	90	11
34	91	91	11
34	92	92	11
34	93	93	11
34	94	94	11
34	95	95	11
34	96	96	11
34	97	97	11
34	98	98	11
34	99	99	11
34	100	100	11
34	101	101	11
34	102	102	11
34	103	103	11
34	104	104	11
34	105	105	11
34	106	106	11
34	107	107	11
34	108	108	11
34	109	109	11
34	110	110	11
34	111	111	11
34	112	112	11
34	113	113	11
34	114	114	11
34	115	115	11
34	116	116	11
34	117	117	11
34	118	118	11
34	119	119	11
34	120	120	11
34	121	121	11
34	122	122	11
34	123	123	11
34	124	124	11
34	125	125	11
34	126	126	11
34	127	127	11
35	0	0	26
35	1	1	26
35	2	2	26
35	3	3	26
35	4	4	22
35	5	5	22
35	6	6	22
35	7	7	22
35	8	8	20
35	9	9	20
35	10	10	20
35	11	11	20
35	12	12	20
35	13	13	20
35	14	14	20
35	15	15	20
35	16	16	18
35	17	17	18
35	18	18	18
35	19	19	18
35	20	20	18
35	21	21	18
35	22	22	18
35	23	23	18
35	24	24	18
35	25	25	18
35	26	26	18
35	27	27	18
35	28	28	16
35	29	29	16
35	30	30	16
35	31	31	16
36	0	0	27
36	1	1	27
36	2	2	27
36	3	3	27
37	0	0	28
37	1	1	28
37	2	2	28
37	3	3	28
37	4	4	23
37	5	5	23
37	6	6	23
37	7	7	23
37	8	8	21
37	9	9	21
37	10	10	21
37	11	11	21
37	12	12	21
37	13	13	21
37	14	14	21
37	15	15	21
37	16	16	19
37	17	17	19
37	18	18	19
37	19	19	19
37	20	20	19
37	21	21	19
37	22	22	19
37	23	23	19
37	24	24	19
37	25	25	19
37	26	26	19
37	27	27	19
37	28	28	17
37	29	29	17
37	30	30	17
37	31	31	17
37	32	32	14
37	33	33	14
37	34	34	14
37	35	35	14
37	36	36	14
37	37	37	14
37	38	38	14
37	39	39	14
37	40	40	14
37	41	41	14
37	42	42	14
37	43	43	14
37	44	44	14
37	45	45	14
37	46	46	14
37	47	47	14
37	48	48	16
37	49	49	16
37	50	50	16
37	51	51	16
37	52	52	14
37	53	53	14
37	54	54	14
37	55	55	14
37	56	56	14
37	57	57	14
37	58	58	14
37	59	59	14
37	60	60	14
37	61	61	14
37	62	62	14
37	63	63	14
37	64	64	12
37	65	65	12
37	66	66	12
37	67	67	12
37	68	68	12
37	69	69	12
37	70	70	12
37	71	71	12
37	72	72	12
37	73	73	12
37	74	74	12
37	75	75	12
37	76	76	12
37	77	77	12
37	78	78	12
37	79	79	12
37	80	80	12
37	81	81	12
37	82	82	12
37	83	83	12
37	84	84	12
37	85	85	12
37	86	86	12
37	87	87	12
37	88	88	12
37	89	89	12
37	90	90	12
37	91	91	12
37	92	92	12
37	93	93	12
37	94	94	12
37	95	95	12
37	96	96	12
37	97	97	12
37	98	98	12
37	99	99	12
37	100	100	12
37	101	101	12
37	102	102	12
37	103	103	12
37	104	104	12
37	105	105	12
37	106	106	12
37	107	107	12
37	108	108	12
37	109	109	12
37	110	110	12
37	111	111	12
37	112	112	12
37	113	113	12
37	114	114	12
37	115	115	12
37	116	116	12
37	117	117	12
37	118	118	12
37	119	119	12
37	120	120	12
37	121	121	12
37	122	122	12
37	123	123	12
37	124	124	12
37	125	125	12
37	126	126	12
37	127	127	12
37	128	0	29
37	129	1	29
37	130	2	29
37	131	3	29
37	132	4	24
37	133	5	24
37	134	6	24
37	135	7	24
37	136	8	22
37	137	9	22
37	138	10	22
37	139	11	22
37	140	12	22
37	141	13	22
37	142	14	22
37	143	15	22
37	144	16	20
37	145	17	20
37	146	18	20
37	147	19	20
37	148	20	20
37	149	21	20
37	150	22	20
37	151	23	20
37	152	24	20
37	153	25	20
37	154	26	20
37	155	27	20
37	156	28	18
37	157	29	18
37	158	30	18
37	159	31	18
37	160	32	15
37	161	33	15
37	162	34	15
37	163	35	15
37	164	36	15
37	165	37	15
37	166	38	15
37	167	39	15
37	168	40	15
37	169	41	15
37	170	42	15
37	171	43	15
37	172	44	15
37	173	45	15
37	174	46	15
37	175	47	15
37	176	48	17
37	177	49	17
37	178	50	17
37	179	51	17
37	180	52	15
37	181	53	15
37	182	54	15
37	183	55	15
37	184	56	15
37	185	57	15
37	186	58	15
37	187	59	15
37	188	60	15
37	189	61	15
37	190	62	15
37	191	63	15
37	192	64	13
37	193	65	13
37	194	66	13
37	195	67	13
37	196	68	13
37	197	69	13
37	198	70	13
37	199	71	13
37	200	72	13
37	201	73	13
37	202	74	13
37	203	75	13
37	204	76	13
37	205	77	13
37	206	78	13
37	207	79	13
37	208	80	13
37	209	81	13
37	210	82	13
37	211	83	13
37	212	84	13
37	213	85	13
37	214	86	13
37	215	87	13
37	216	88	13
37	217	89	13
37	218	90	13
37	219	91	13
37	220	92	13
37	221	93	13
37	222	94	13
37	223	95	13
37	224	96	13
37	225	97	13
37	226	98	13
37	227	99	13
37	228	100	13
37	229	101	13
37	230	102	13
37	231	103	13
37	232	104	13
37	233	105	13
37	234	106	13
37	235	107	13
37	236	108	13
37	237	109	13
37	238	110	13
37	239	111	13
37	240	112	13
37	241	113	13
37	242	114	13
37	243	115	13
37	244	116	13
37	245	117	13
37	246	118	13
37	247	119	13
37	248	120	13
37	249	121	13
37	250	122	13
37	251	123	13
37	252	124	13
37	253	125	13
37	254	126	13
37	255	127	13
38	0	0	32
38	1	1	32
38	2	2	32
38	3	3	32
38	4	4	27
38	5	5	27
38	6	6	27
38	7	7	27
38	8	8	25
38	9	9	25
38	10	10	25
38	11	11	25
38	12	12	25
38	13	13	25
38	14	14	25
38	15	15	25
38	16	16	23
38	17	17	23
38	18	18	23
38	19	19	23
38	20	20	23
38	21	21	23
38	22	22	23
38	23	23	23
38	24	24	23
38	25	25	23
38	26	26	23
38	27	27	23
38	28	28	21
38	29	29	21
38	30	30	21
38	31	31	21
38	32	32	18
38	33	33	18
38	34	34	18
38	35	35	18
38	36	36	18
38	37	37	18
38	38	38	18
38	39	39	18
38	40	40	18
38	41	41	18
38	42	42	18
38	43	43	18
38	44	44	18
38	45	45	18
38	46	46	18
38	47	47	18
38	48	48	20
38	49	49	20
38	50	50	20
38	51	51	20
38	52	52	18
38	53	53	18
38	54	54	18
38	55	55	18
38	56	56	18
38	57	57	18
38	58	58	18
38	59	59	18
38	60	60	18
38	61	61	18
38	62	62	18
38	63	63	18
39	0	0	30
39	1	1	30
39	2	2	30
39	3	3	30
39	4	4	25
39	5	5	25
39	6	6	25
39	7	7	25
39	8	8	23
39	9	9	23
39	10	10	23
39	11	11	23
39	12	12	23
39	13	13	23
39	14	14	23
39	15	15	23
39	16	16	21
39	17	17	21
39	18	18	21
39	19	19	21
39	20	20	21
39	21	21	21
39	22	22	21
39	23	23	21
39	24	24	21
39	25	25	21
39	26	26	21
39	27	27	21
39	28	28	19
39	29	29	19
39	30	30	19
39	31	31	19
39	32	32	16
39	33	33	16
39	34	34	16
39	35	35	16
39	36	36	16
39	37	37	16
39	38	38	16
39	39	39	16
39	40	40	16
39	41	41	16
39	42	42	16
39	43	43	16
39	44	44	16
39	45	45	16
39	46	46	16
39	47	47	16
39	48	48	18
39	49	49	18
39	50	50	18
39	51	51	18
39	52	52	16
39	53	53	16
39	54	54	16
39	55	55	16
39	56	56	16
39	57	57	16
39	58	58	16
39	59	59	16
39	60	60	16
39	61	61	16
39	62	62	16
39	63	63	16
39	64	64	14
39	65	65	14
39	66	66	14
39	67	67	14
39	68	68	14
39	69	69	14
39	70	70	14
39	71	71	14
39	72	72	14
39	73	73	14
39	74	74	14
39	75	75	14
39	76	76	14
39	77	77	14
39	78	78	14
39	79	79	14
39	80	80	14
39	81	81	14
39	82	82	14
39	83	83	14
39	84	84	14
39	85	85	14
39	86	86	14
39	87	87	14
39	88	88	14
39	89	89	14
39	90	90	14
39	91	91	14
39	92	92	14
39	93	93	14
39	94	94	14
39	95	95	14
39	96	96	14
39	97	97	14
39	98	98	14
39	99	99	14
39	100	100	14
39	101	101	14
39	102	102	14
39	103	103	14
39	104	104	14
39	105	105	14
39	106	106	14
39	107	107	14
39	108	108	14
39	109	109	14
39	110	110	14
39	111	111	14
39	112	112	14
39	113	113	14
39	114	114	14
39	115	115	14
39	116	116	14
39	117	117	14
39	118	118	14
39	119	119	14
39	120	120	14
39	121	121	14
39	122	122	14
39	123	123	14
39	124	124	14
39	125	125	14
39	126	126	14
39	127	127	14
39	128	0	31
39	129	1	31
39	130	2	31
39	131	3	31
39	132	4	26
39	133	5	26
39	134	6	26
39	135	7	26
39	136	8	24
39	137	9	24
39	138	10	24
39	139	11	24
39	140	12	24
39	141	13	24
39	142	14	24
39	143	15	24
39	144	16	22
39	145	17	22
39	146	18	22
39	147	19	22
39	148	20	22
39	149	21	22
39	150	22	22
39	151	23	22
39	152	24	22
39	153	25	22
39	154	26	22
39	155	27	22
39	156	28	20
39	157	29	20
39	158	30	20
39	159	31	20
39	160	32	17
39	161	33	17
39	162	34	17
39	163	35	17
39	164	36	17
39	165	37	17
39	166	38	17
39	167	39	17
39	168	40	17
39	169	41	17
39	170	42	17
39	171	43	17
39	172	44	17
39	173	45	17
39	174	46	17
39	175	47	17
39	176	48	19
39	177	49	19
39	178	50	19
39	179	51	19
39	180	52	17
39	181	53	17
39	182	54	17
39	183	55	17
39	184	56	17
39	185	57	17
39	186	58	17
39	187	59	17
39	188	60	17
39	189	61	17
39	190	62	17
39	191	63	17
39	192	64	15
39	193	65	15
39	194	66	15
39	195	67	15
39	196	68	15
39	197	69	15
39	198	70	15
39	199	71	15
39	200	72	15
39	201	73	15
39	202	74	15
39	203	75	15
39	204	76	15
39	205	77	15
39	206	78	15
39	207	79	15
39	208	80	15
39	209	81	15
39	210	82	15
39	211	83	15
39	212	84	15
39	213	85	15
39	214	86	15
39	215	87	15
39	216	88	15
39	217	89	15
39	218	90	15
39	219	91	15
39	220	92	15
39	221	93	15
39	222	94	15
39	223	95	15
39	224	96	15
39	225	97	15
39	226	98	15
39	227	99	15
39	228	100	15
39	229	101	15
39	230	102	15
39	231	103	15
39	232	104	15
39	233	105	15
39	234	106	15
39	235	107	15
39	236	108	15
39	237	109	15
39	238	110	15
39	239	111	15
39	240	112	15
39	241	113	15
39	242	114	15
39	243	115	15
39	244	116	15
39	245	117	15
39	246	118	15
39	247	119	15
39	248	120	15
39	249	121	15
39	250	122	15
39	251	123	15
39	252	124	15
39	253	125	15
39	254	126	15
39	255	127	15
40	0	64	16
40	1	65	16
40	2	66	16
40	3	67	16
40	4	68	16
40	5	69	16
40	6	70	16
40	7	71	16
40	8	72	16
40	9	73	16
40	10	74	16
40	11	75	16
40	12	76	16
40	13	77	16
40	14	78	16
40	15	79	16
40	16	80	16
40	17	81	16
40	18	82	16
40	19	83	16
40	20	84	16
40	21	85	16
40	22	86	16
40	23	87	16
40	24	88	16
40	25	89	16
40	26	90	16
40	27	91	16
40	28	92	16
40	29	93	16
40	30	94	16
40	31	95	16
40	32	96	16
40	33	97	16
40	34	98	16
40	35	99	16
40	36	100	16
40	37	101	16
40	38	102	16
40	39	103	16
40	40	104	16
40	41	105	16
40	42	106	16
40	43	107	16
40	44	108	16
40	45	109	16
40	46	110	16
40	47	111	16
40	48	112	16
40	49	113	16
40	50	114	16
40	51	115	16
40	52	116	16
40	53	117	16
40	54	118	16
40	55	119	16
40	56	120	16
40	57	121	16
40	58	122	16
40	59	123	16
40	60	124	16
40	61	125	16
40	62	126	16
40	63	127	16
41	0	0	33
41	1	1	33
41	2	2	33
41	3	3	33
42	0	0	34
42	1	1	34
42	2	2	34
42	3	3	34
42	4	4	28
42	5	5	28
42	6	6	28
42	7	7	28
42	8	8	26
42	9	9	26
42	10	10	26
42	11	11	26
42	12	12	26
42	13	13	26
42	14	14	26
42	15	15	26
42	16	16	24
42	17	17	24
42	18	18	24
42	19	19	24
42	20	20	24
42	21	21	24
42	22	22	24
42	23	23	24
42	24	24	24
42	25	25	24
42	26	26	24
42	27	27	24
42	28	28	22
42	29	29	22
42	30	30	22
42	31	31	22
42	32	32	19
42	33	33	19
42	34	34	19
42	35	35	19
42	36	36	19
42	37	37	19
42	38	38	19
42	39	39	19
42	40	40	19
42	41	41	19
42	42	42	19
42	43	43	19
42	44	44	19
42	45	45	19
42	46	46	19
42	47	47	19
42	48	48	21
42	49	49	21
42	50	50	21
42	51	51	21
42	52	52	19
42	53	53	19
42	54	54	19
42	55	55	19
42	56	56	19
42	57	57	19
42	58	58	19
42	59	59	19
42	60	60	19
42	61	61	19
42	62	62	19
42	63	63	19
42	64	64	17
42	65	65	17
42	66	66	17
42	67	67	17
42	68	68	17
42	69	69	17
42	70	70	17
42	71	71	17
42	72	72	17
42	73	73	17
42	74	74	17
42	75	75	17
42	76	76	17
42	77	77	17
42	78	78	17
42	79	79	17
42	80	80	17
42	81	81	17
42	82	82	17
42	83	83	17
42	84	84	17
42	85	85	17
42	86	86	17
42	87	87	17
42	88	88	17
42	89	89	17
42	90	90	17
42	91	91	17
42	92	92	17
42	93	93	17
42	94	94	17
42	95	95	17
42	96	96	17
42	97	97	17
42	98	98	17
42	99	99	17
42	100	100	17
42	101	101	17
42	102	102	17
42	103	103	17
42	104	104	17
42	105	105	17
42	106	106	17
42	107	107	17
42	108	108	17
42	109	109	17
42	110	110	17
42	111	111	17
42	112	112	17
42	113	113	17
42	114	114	17
42	115	115	17
42	116	116	17
42	117	117	17
42	118	118	17
42	119	119	17
42	120	120	17
42	121	121	17
42	122	122	17
42	123	123	17
42	124	124	17
42	125	125	17
42	126	126	17
42	127	127	17
43	0	0	35
43	1	1	35
43	2	2	35
43	3	3	35
43	4	4	29
43	5	5	29
43	6	6	29
43	7	7	29
43	8	8	27
43	9	9	27
43	10	10	27
43	11	11	27
43	12	12	27
43	13	13	27
43	14	14	27
43	15	15	27
43	16	16	25
43	17	17	25
43	18	18	25
43	19	19	25
43	20	20	25
43	21	21	25
43	22	22	25
43	23	23	25
43	24	24	25
43	25	25	25
43	26	26	25
43	27	27	25
43	28	28	23
43	29	29	23
43	30	30	23
43	31	31	23
