model	src	dst	seq	past	old_wait_sum	wait_sum	fanout_sum
mlp	b1.add	b2.add	1	512	32	32	32
mlp	b1.add	b2.add	4	0	32	32	32
mlp	b1.add	b2.add	4	3	32	32	32
mlp	b1.add	b2.add	4	512	32	32	32
mlp	b1.add	b2.add	128	0	32	32	32
mlp	b1.add	b2.add	128	3	32	32	32
mlp	b1.add	b2.add	128	512	32	32	32
mlp	b1.add	b2.add	512	0	128	128	128
mlp	b1.add	b2.add	512	3	128	128	128
mlp	b1.add	b2.add	512	512	128	128	128
mlp	b1.add	b2.add	2048	0	512	512	512
mlp	b1.add	b2.add	2048	3	512	512	512
mlp	b1.add	b2.add	2048	512	512	512	512
mha	mha0.rmsnorm1	mha0.wq	1	0	32	32	32
mha	mha0.rmsnorm1	mha0.wq	1	3	32	32	32
mha	mha0.rmsnorm1	mha0.wq	1	512	32	32	32
mha	mha0.rmsnorm1	mha0.wq	4	0	32	32	32
mha	mha0.rmsnorm1	mha0.wq	4	3	32	32	32
mha	mha0.rmsnorm1	mha0.wq	4	512	32	32	32
mha	mha0.rmsnorm1	mha0.wq	128	0	32	32	32
mha	mha0.rmsnorm1	mha0.wq	128	3	32	32	32
mha	mha0.rmsnorm1	mha0.wq	128	512	32	32	32
mha	mha0.rmsnorm1	mha0.wq	512	0	128	128	128
mha	mha0.rmsnorm1	mha0.wq	512	3	128	128	128
mha	mha0.rmsnorm1	mha0.wq	512	512	128	128	128
mha	mha0.rmsnorm1	mha0.wq	2048	0	512	512	512
mha	mha0.rmsnorm1	mha0.wq	2048	3	512	512	512
mha	mha0.rmsnorm1	mha0.wq	2048	512	512	512	512
mha	mha0.rmsnorm1	mha0.wk	1	0	32	32	32
mha	mha0.rmsnorm1	mha0.wk	1	3	32	32	32
mha	mha0.rmsnorm1	mha0.wk	1	512	32	32	32
mha	mha0.rmsnorm1	mha0.wk	4	0	32	32	32
mha	mha0.rmsnorm1	mha0.wk	4	3	32	32	32
mha	mha0.rmsnorm1	mha0.wk	4	512	32	32	32
mha	mha0.rmsnorm1	mha0.wk	128	0	32	32	32
mha	mha0.rmsnorm1	mha0.wk	128	3	32	32	32
mha	mha0.rmsnorm1	mha0.wk	128	512	32	32	32
mha	mha0.rmsnorm1	mha0.wk	512	0	128	128	128
mha	mha0.rmsnorm1	mha0.wk	512	3	128	128	128
mha	mha0.rmsnorm1	mha0.wk	512	512	128	128	128
mha	mha0.rmsnorm1	mha0.wk	2048	0	512	512	512
mha	mha0.rmsnorm1	mha0.wk	2048	3	512	512	512
mha	mha0.rmsnorm1	mha0.wk	2048	512	512	512	512
mha	mha0.rmsnorm1	mha0.wv	1	0	32	32	32
mha	mha0.rmsnorm1	mha0.wv	1	3	32	32	32
mha	mha0.rmsnorm1	mha0.wv	1	512	32	32	32
mha	mha0.rmsnorm1	mha0.wv	4	0	32	32	32
mha	mha0.rmsnorm1	mha0.wv	4	3	32	32	32
mha	mha0.rmsnorm1	mha0.wv	4	512	32	32	32
mha	mha0.rmsnorm1	mha0.wv	128	0	32	32	32
mha	mha0.rmsnorm1	mha0.wv	128	3	32	32	32
mha	mha0.rmsnorm1	mha0.wv	128	512	32	32	32
mha	mha0.rmsnorm1	mha0.wv	512	0	128	128	128
mha	mha0.rmsnorm1	mha0.wv	512	3	128	128	128
mha	mha0.rmsnorm1	mha0.wv	512	512	128	128	128
mha	mha0.rmsnorm1	mha0.wv	2048	0	512	512	512
mha	mha0.rmsnorm1	mha0.wv	2048	3	512	512	512
mha	mha0.rmsnorm1	mha0.wv	2048	512	512	512	512
mha	mha0.wq	mha0.rope_q	1	0	32	32	32
mha	mha0.wq	mha0.rope_q	1	3	32	32	32
mha	mha0.wq	mha0.rope_q	1	512	32	32	32
mha	mha0.wq	mha0.rope_q	4	0	32	32	32
mha	mha0.wq	mha0.rope_q	4	3	32	32	32
mha	mha0.wq	mha0.rope_q	4	512	32	32	32
mha	mha0.wq	mha0.rope_q	128	0	32	32	32
mha	mha0.wq	mha0.rope_q	128	3	32	32	32
mha	mha0.wq	mha0.rope_q	128	512	32	32	32
mha	mha0.wq	mha0.rope_q	512	0	128	128	128
mha	mha0.wq	mha0.rope_q	512	3	128	128	128
mha	mha0.wq	mha0.rope_q	512	512	128	128	128
mha	mha0.wq	mha0.rope_q	2048	0	512	512	512
mha	mha0.wq	mha0.rope_q	2048	3	512	512	512
mha	mha0.wq	mha0.rope_q	2048	512	512	512	512
mha	mha0.wk	mha0.rope_k	1	0	32	32	32
mha	mha0.wk	mha0.rope_k	1	3	32	32	32
mha	mha0.wk	mha0.rope_k	1	512	32	32	32
mha	mha0.wk	mha0.rope_k	4	0	32	32	32
mha	mha0.wk	mha0.rope_k	4	3	32	32	32
mha	mha0.wk	mha0.rope_k	4	512	32	32	32
mha	mha0.wk	mha0.rope_k	128	0	32	32	32
mha	mha0.wk	mha0.rope_k	128	3	32	32	32
mha	mha0.wk	mha0.rope_k	128	512	32	32	32
mha	mha0.wk	mha0.rope_k	512	0	128	128	128
mha	mha0.wk	mha0.rope_k	512	3	128	128	128
mha	mha0.wk	mha0.rope_k	512	512	128	128	128
mha	mha0.wk	mha0.rope_k	2048	0	512	512	512
mha	mha0.wk	mha0.rope_k	2048	3	512	512	512
mha	mha0.wk	mha0.rope_k	2048	512	512	512	512
mha	mha0.rope_k	mha0.kvappend_k	1	0	32	32	32
mha	mha0.rope_k	mha0.kvappend_k	1	3	32	32	32
mha	mha0.rope_k	mha0.kvappend_k	1	512	32	32	32
mha	mha0.rope_k	mha0.kvappend_k	4	0	128	128	128
mha	mha0.rope_k	mha0.kvappend_k	4	3	128	128	128
mha	mha0.rope_k	mha0.kvappend_k	4	512	128	128	128
mha	mha0.rope_k	mha0.kvappend_k	128	0	4096	4096	4096
mha	mha0.rope_k	mha0.kvappend_k	128	3	4096	4096	4096
mha	mha0.rope_k	mha0.kvappend_k	128	512	4096	4096	4096
mha	mha0.rope_k	mha0.kvappend_k	512	0	16384	16384	16384
mha	mha0.rope_k	mha0.kvappend_k	512	3	16384	16384	16384
mha	mha0.rope_k	mha0.kvappend_k	512	512	16384	16384	16384
mha	mha0.rope_k	mha0.kvappend_k	2048	0	65536	65536	65536
mha	mha0.rope_k	mha0.kvappend_k	2048	3	65536	65536	65536
mha	mha0.rope_k	mha0.kvappend_k	2048	512	65536	65536	65536
mha	mha0.wv	mha0.kvappend_v	1	0	32	32	32
mha	mha0.wv	mha0.kvappend_v	1	3	32	32	32
mha	mha0.wv	mha0.kvappend_v	1	512	32	32	32
mha	mha0.wv	mha0.kvappend_v	4	0	128	128	128
mha	mha0.wv	mha0.kvappend_v	4	3	128	128	128
mha	mha0.wv	mha0.kvappend_v	4	512	128	128	128
mha	mha0.wv	mha0.kvappend_v	128	0	4096	4096	4096
mha	mha0.wv	mha0.kvappend_v	128	3	4096	4096	4096
mha	mha0.wv	mha0.kvappend_v	128	512	4096	4096	4096
mha	mha0.wv	mha0.kvappend_v	512	0	16384	16384	16384
mha	mha0.wv	mha0.kvappend_v	512	3	16384	16384	16384
mha	mha0.wv	mha0.kvappend_v	512	512	16384	16384	16384
mha	mha0.wv	mha0.kvappend_v	2048	0	65536	65536	65536
mha	mha0.wv	mha0.kvappend_v	2048	3	65536	65536	65536
mha	mha0.wv	mha0.kvappend_v	2048	512	65536	65536	65536
mha	mha0.rope_q	mha0.attn_chunk	1	0	32	32	32
mha	mha0.rope_q	mha0.attn_chunk	1	3	32	32	32
mha	mha0.rope_q	mha0.attn_chunk	1	512	160	160	160
mha	mha0.rope_q	mha0.attn_chunk	4	0	128	128	128
mha	mha0.rope_q	mha0.attn_chunk	4	3	128	128	128
mha	mha0.rope_q	mha0.attn_chunk	4	512	640	640	640
mha	mha0.rope_q	mha0.attn_chunk	128	0	4096	4096	4096
mha	mha0.rope_q	mha0.attn_chunk	128	3	8192	8192	8192
mha	mha0.rope_q	mha0.attn_chunk	128	512	20480	20480	20480
mha	mha0.rope_q	mha0.attn_chunk	512	0	65536	65536	65536
mha	mha0.rope_q	mha0.attn_chunk	512	3	81920	81920	81920
mha	mha0.rope_q	mha0.attn_chunk	512	512	131072	131072	131072
mha	mha0.rope_q	mha0.attn_chunk	2048	0	1048576	1048576	1048576
mha	mha0.rope_q	mha0.attn_chunk	2048	3	1114112	1114112	1114112
mha	mha0.rope_q	mha0.attn_chunk	2048	512	1310720	1310720	1310720
mha	mha0.kvappend_k	mha0.attn_chunk	1	0	4096	32	32
mha	mha0.kvappend_k	mha0.attn_chunk	1	3	4096	32	32
mha	mha0.kvappend_k	mha0.attn_chunk	1	512	20480	32	32
mha	mha0.kvappend_k	mha0.attn_chunk	4	0	16384	512	512
mha	mha0.kvappend_k	mha0.attn_chunk	4	3	16384	512	512
mha	mha0.kvappend_k	mha0.attn_chunk	4	512	81920	512	512
mha	mha0.kvappend_k	mha0.attn_chunk	128	0	524288	524288	524288
mha	mha0.kvappend_k	mha0.attn_chunk	128	3	1048576	524288	524288
mha	mha0.kvappend_k	mha0.attn_chunk	128	512	2621440	524288	524288
mha	mha0.kvappend_k	mha0.attn_chunk	512	0	8388608	8388608	8388608
mha	mha0.kvappend_k	mha0.attn_chunk	512	3	10485760	8388608	8388608
mha	mha0.kvappend_k	mha0.attn_chunk	512	512	16777216	8388608	8388608
mha	mha0.kvappend_k	mha0.attn_chunk	2048	0	134217728	134217728	134217728
mha	mha0.kvappend_k	mha0.attn_chunk	2048	3	142606336	134217728	134217728
mha	mha0.kvappend_k	mha0.attn_chunk	2048	512	167772160	134217728	134217728
mha	mha0.kvappend_v	mha0.attn_chunk	1	0	4096	32	32
mha	mha0.kvappend_v	mha0.attn_chunk	1	3	4096	32	32
mha	mha0.kvappend_v	mha0.attn_chunk	1	512	20480	32	32
mha	mha0.kvappend_v	mha0.attn_chunk	4	0	16384	512	512
mha	mha0.kvappend_v	mha0.attn_chunk	4	3	16384	512	512
mha	mha0.kvappend_v	mha0.attn_chunk	4	512	81920	512	512
mha	mha0.kvappend_v	mha0.attn_chunk	128	0	524288	524288	524288
mha	mha0.kvappend_v	mha0.attn_chunk	128	3	1048576	524288	524288
mha	mha0.kvappend_v	mha0.attn_chunk	128	512	2621440	524288	524288
mha	mha0.kvappend_v	mha0.attn_chunk	512	0	8388608	8388608	8388608
mha	mha0.kvappend_v	mha0.attn_chunk	512	3	10485760	8388608	8388608
mha	mha0.kvappend_v	mha0.attn_chunk	512	512	16777216	8388608	8388608
mha	mha0.kvappend_v	mha0.attn_chunk	2048	0	134217728	134217728	134217728
mha	mha0.kvappend_v	mha0.attn_chunk	2048	3	142606336	134217728	134217728
mha	mha0.kvappend_v	mha0.attn_chunk	2048	512	167772160	134217728	134217728
mha	mha0.attn_chunk	mha0.attn_combine	1	0	32	32	32
mha	mha0.attn_chunk	mha0.attn_combine	1	3	32	32	32
mha	mha0.attn_chunk	mha0.attn_combine	1	512	160	160	160
mha	mha0.attn_chunk	mha0.attn_combine	4	0	128	128	128
mha	mha0.attn_chunk	mha0.attn_combine	4	3	128	128	128
mha	mha0.attn_chunk	mha0.attn_combine	4	512	640	640	640
mha	mha0.attn_chunk	mha0.attn_combine	128	0	4096	4096	4096
mha	mha0.attn_chunk	mha0.attn_combine	128	3	8192	8192	8192
mha	mha0.attn_chunk	mha0.attn_combine	128	512	20480	20480	20480
mha	mha0.attn_chunk	mha0.attn_combine	512	0	65536	65536	65536
mha	mha0.attn_chunk	mha0.attn_combine	512	3	81920	81920	81920
mha	mha0.attn_chunk	mha0.attn_combine	512	512	131072	131072	131072
mha	mha0.attn_chunk	mha0.attn_combine	2048	0	1048576	1048576	1048576
mha	mha0.attn_chunk	mha0.attn_combine	2048	3	1114112	1114112	1114112
mha	mha0.attn_chunk	mha0.attn_combine	2048	512	1310720	1310720	1310720
mha	mha0.attn_combine	mha0.wo	1	0	131072	1024	1024
mha	mha0.attn_combine	mha0.wo	1	3	131072	1024	1024
mha	mha0.attn_combine	mha0.wo	1	512	131072	1024	1024
mha	mha0.attn_combine	mha0.wo	4	0	131072	4096	4096
mha	mha0.attn_combine	mha0.wo	4	3	131072	4096	4096
mha	mha0.attn_combine	mha0.wo	4	512	131072	4096	4096
mha	mha0.attn_combine	mha0.wo	128	0	131072	131072	131072
mha	mha0.attn_combine	mha0.wo	128	3	131072	131072	131072
mha	mha0.attn_combine	mha0.wo	128	512	131072	131072	131072
mha	mha0.attn_combine	mha0.wo	512	0	524288	524288	524288
mha	mha0.attn_combine	mha0.wo	512	3	524288	524288	524288
mha	mha0.attn_combine	mha0.wo	512	512	524288	524288	524288
mha	mha0.attn_combine	mha0.wo	2048	0	2097152	2097152	2097152
mha	mha0.attn_combine	mha0.wo	2048	3	2097152	2097152	2097152
mha	mha0.attn_combine	mha0.wo	2048	512	2097152	2097152	2097152
mha	mha0.wo	mha0.add1	1	0	32	32	32
mha	mha0.wo	mha0.add1	1	3	32	32	32
mha	mha0.wo	mha0.add1	1	512	32	32	32
mha	mha0.wo	mha0.add1	4	0	32	32	32
mha	mha0.wo	mha0.add1	4	3	32	32	32
mha	mha0.wo	mha0.add1	4	512	32	32	32
mha	mha0.wo	mha0.add1	128	0	32	32	32
mha	mha0.wo	mha0.add1	128	3	32	32	32
mha	mha0.wo	mha0.add1	128	512	32	32	32
mha	mha0.wo	mha0.add1	512	0	128	128	128
mha	mha0.wo	mha0.add1	512	3	128	128	128
mha	mha0.wo	mha0.add1	512	512	128	128	128
mha	mha0.wo	mha0.add1	2048	0	512	512	512
mha	mha0.wo	mha0.add1	2048	3	512	512	512
mha	mha0.wo	mha0.add1	2048	512	512	512	512
mha	mha0.add1	mha0.rmsnorm2	1	0	32	32	32
mha	mha0.add1	mha0.rmsnorm2	1	3	32	32	32
mha	mha0.add1	mha0.rmsnorm2	1	512	32	32	32
mha	mha0.add1	mha0.rmsnorm2	4	0	32	32	32
mha	mha0.add1	mha0.rmsnorm2	4	3	32	32	32
mha	mha0.add1	mha0.rmsnorm2	4	512	32	32	32
mha	mha0.add1	mha0.rmsnorm2	128	0	32	32	32
mha	mha0.add1	mha0.rmsnorm2	128	3	32	32	32
mha	mha0.add1	mha0.rmsnorm2	128	512	32	32	32
mha	mha0.add1	mha0.rmsnorm2	512	0	128	128	128
mha	mha0.add1	mha0.rmsnorm2	512	3	128	128	128
mha	mha0.add1	mha0.rmsnorm2	512	512	128	128	128
mha	mha0.add1	mha0.rmsnorm2	2048	0	512	512	512
mha	mha0.add1	mha0.rmsnorm2	2048	3	512	512	512
mha	mha0.add1	mha0.rmsnorm2	2048	512	512	512	512
mha	mha0.rmsnorm2	mha0.wup	1	0	112	112	112
mha	mha0.rmsnorm2	mha0.wup	1	3	112	112	112
mha	mha0.rmsnorm2	mha0.wup	1	512	112	112	112
mha	mha0.rmsnorm2	mha0.wup	4	0	112	112	112
mha	mha0.rmsnorm2	mha0.wup	4	3	112	112	112
mha	mha0.rmsnorm2	mha0.wup	4	512	112	112	112
mha	mha0.rmsnorm2	mha0.wup	128	0	112	112	112
mha	mha0.rmsnorm2	mha0.wup	128	3	112	112	112
mha	mha0.rmsnorm2	mha0.wup	128	512	112	112	112
mha	mha0.rmsnorm2	mha0.wup	512	0	448	448	448
mha	mha0.rmsnorm2	mha0.wup	512	3	448	448	448
mha	mha0.rmsnorm2	mha0.wup	512	512	448	448	448
mha	mha0.rmsnorm2	mha0.wup	2048	0	1792	1792	1792
mha	mha0.rmsnorm2	mha0.wup	2048	3	1792	1792	1792
mha	mha0.rmsnorm2	mha0.wup	2048	512	1792	1792	1792
mha	mha0.wup	mha0.wdown	1	0	3584	3584	3584
mha	mha0.wup	mha0.wdown	1	3	3584	3584	3584
mha	mha0.wup	mha0.wdown	1	512	3584	3584	3584
mha	mha0.wup	mha0.wdown	4	0	3584	3584	3584
mha	mha0.wup	mha0.wdown	4	3	3584	3584	3584
mha	mha0.wup	mha0.wdown	4	512	3584	3584	3584
mha	mha0.wup	mha0.wdown	128	0	3584	3584	3584
mha	mha0.wup	mha0.wdown	128	3	3584	3584	3584
mha	mha0.wup	mha0.wdown	128	512	3584	3584	3584
mha	mha0.wup	mha0.wdown	512	0	14336	14336	14336
mha	mha0.wup	mha0.wdown	512	3	14336	14336	14336
mha	mha0.wup	mha0.wdown	512	512	14336	14336	14336
mha	mha0.wup	mha0.wdown	2048	0	57344	57344	57344
mha	mha0.wup	mha0.wdown	2048	3	57344	57344	57344
mha	mha0.wup	mha0.wdown	2048	512	57344	57344	57344
mha	mha0.wdown	mha0.add2	1	0	32	32	32
mha	mha0.wdown	mha0.add2	1	3	32	32	32
mha	mha0.wdown	mha0.add2	1	512	32	32	32
mha	mha0.wdown	mha0.add2	4	0	32	32	32
mha	mha0.wdown	mha0.add2	4	3	32	32	32
mha	mha0.wdown	mha0.add2	4	512	32	32	32
mha	mha0.wdown	mha0.add2	128	0	32	32	32
mha	mha0.wdown	mha0.add2	128	3	32	32	32
mha	mha0.wdown	mha0.add2	128	512	32	32	32
mha	mha0.wdown	mha0.add2	512	0	128	128	128
mha	mha0.wdown	mha0.add2	512	3	128	128	128
mha	mha0.wdown	mha0.add2	512	512	128	128	128
mha	mha0.wdown	mha0.add2	2048	0	512	512	512
mha	mha0.wdown	mha0.add2	2048	3	512	512	512
mha	mha0.wdown	mha0.add2	2048	512	512	512	512
mha	mha0.add1	mha0.add2	1	0	32	32	32
mha	mha0.add1	mha0.add2	1	3	32	32	32
mha	mha0.add1	mha0.add2	1	512	32	32	32
mha	mha0.add1	mha0.add2	4	0	32	32	32
mha	mha0.add1	mha0.add2	4	3	32	32	32
mha	mha0.add1	mha0.add2	4	512	32	32	32
mha	mha0.add1	mha0.add2	128	0	32	32	32
mha	mha0.add1	mha0.add2	128	3	32	32	32
mha	mha0.add1	mha0.add2	128	512	32	32	32
mha	mha0.add1	mha0.add2	512	0	128	128	128
mha	mha0.add1	mha0.add2	512	3	128	128	128
mha	mha0.add1	mha0.add2	512	512	128	128	128
mha	mha0.add1	mha0.add2	2048	0	512	512	512
mha	mha0.add1	mha0.add2	2048	3	512	512	512
mha	mha0.add1	mha0.add2	2048	512	512	512	512
mha	mha1.rmsnorm1	mha1.wq	1	0	32	32	32
mha	mha1.rmsnorm1	mha1.wq	1	3	32	32	32
mha	mha1.rmsnorm1	mha1.wq	1	512	32	32	32
mha	mha1.rmsnorm1	mha1.wq	4	0	32	32	32
mha	mha1.rmsnorm1	mha1.wq	4	3	32	32	32
mha	mha1.rmsnorm1	mha1.wq	4	512	32	32	32
mha	mha1.rmsnorm1	mha1.wq	128	0	32	32	32
mha	mha1.rmsnorm1	mha1.wq	128	3	32	32	32
mha	mha1.rmsnorm1	mha1.wq	128	512	32	32	32
mha	mha1.rmsnorm1	mha1.wq	512	0	128	128	128
mha	mha1.rmsnorm1	mha1.wq	512	3	128	128	128
mha	mha1.rmsnorm1	mha1.wq	512	512	128	128	128
mha	mha1.rmsnorm1	mha1.wq	2048	0	512	512	512
mha	mha1.rmsnorm1	mha1.wq	2048	3	512	512	512
mha	mha1.rmsnorm1	mha1.wq	2048	512	512	512	512
mha	mha1.rmsnorm1	mha1.wk	1	0	32	32	32
mha	mha1.rmsnorm1	mha1.wk	1	3	32	32	32
mha	mha1.rmsnorm1	mha1.wk	1	512	32	32	32
mha	mha1.rmsnorm1	mha1.wk	4	0	32	32	32
mha	mha1.rmsnorm1	mha1.wk	4	3	32	32	32
mha	mha1.rmsnorm1	mha1.wk	4	512	32	32	32
mha	mha1.rmsnorm1	mha1.wk	128	0	32	32	32
mha	mha1.rmsnorm1	mha1.wk	128	3	32	32	32
mha	mha1.rmsnorm1	mha1.wk	128	512	32	32	32
mha	mha1.rmsnorm1	mha1.wk	512	0	128	128	128
mha	mha1.rmsnorm1	mha1.wk	512	3	128	128	128
mha	mha1.rmsnorm1	mha1.wk	512	512	128	128	128
mha	mha1.rmsnorm1	mha1.wk	2048	0	512	512	512
mha	mha1.rmsnorm1	mha1.wk	2048	3	512	512	512
mha	mha1.rmsnorm1	mha1.wk	2048	512	512	512	512
mha	mha1.rmsnorm1	mha1.wv	1	0	32	32	32
mha	mha1.rmsnorm1	mha1.wv	1	3	32	32	32
mha	mha1.rmsnorm1	mha1.wv	1	512	32	32	32
mha	mha1.rmsnorm1	mha1.wv	4	0	32	32	32
mha	mha1.rmsnorm1	mha1.wv	4	3	32	32	32
mha	mha1.rmsnorm1	mha1.wv	4	512	32	32	32
mha	mha1.rmsnorm1	mha1.wv	128	0	32	32	32
mha	mha1.rmsnorm1	mha1.wv	128	3	32	32	32
mha	mha1.rmsnorm1	mha1.wv	128	512	32	32	32
mha	mha1.rmsnorm1	mha1.wv	512	0	128	128	128
mha	mha1.rmsnorm1	mha1.wv	512	3	128	128	128
mha	mha1.rmsnorm1	mha1.wv	512	512	128	128	128
mha	mha1.rmsnorm1	mha1.wv	2048	0	512	512	512
mha	mha1.rmsnorm1	mha1.wv	2048	3	512	512	512
mha	mha1.rmsnorm1	mha1.wv	2048	512	512	512	512
mha	mha1.wq	mha1.rope_q	1	0	32	32	32
mha	mha1.wq	mha1.rope_q	1	3	32	32	32
mha	mha1.wq	mha1.rope_q	1	512	32	32	32
mha	mha1.wq	mha1.rope_q	4	0	32	32	32
mha	mha1.wq	mha1.rope_q	4	3	32	32	32
mha	mha1.wq	mha1.rope_q	4	512	32	32	32
mha	mha1.wq	mha1.rope_q	128	0	32	32	32
mha	mha1.wq	mha1.rope_q	128	3	32	32	32
mha	mha1.wq	mha1.rope_q	128	512	32	32	32
mha	mha1.wq	mha1.rope_q	512	0	128	128	128
mha	mha1.wq	mha1.rope_q	512	3	128	128	128
mha	mha1.wq	mha1.rope_q	512	512	128	128	128
mha	mha1.wq	mha1.rope_q	2048	0	512	512	512
mha	mha1.wq	mha1.rope_q	2048	3	512	512	512
mha	mha1.wq	mha1.rope_q	2048	512	512	512	512
mha	mha1.wk	mha1.rope_k	1	0	32	32	32
mha	mha1.wk	mha1.rope_k	1	3	32	32	32
mha	mha1.wk	mha1.rope_k	1	512	32	32	32
mha	mha1.wk	mha1.rope_k	4	0	32	32	32
mha	mha1.wk	mha1.rope_k	4	3	32	32	32
mha	mha1.wk	mha1.rope_k	4	512	32	32	32
mha	mha1.wk	mha1.rope_k	128	0	32	32	32
mha	mha1.wk	mha1.rope_k	128	3	32	32	32
mha	mha1.wk	mha1.rope_k	128	512	32	32	32
mha	mha1.wk	mha1.rope_k	512	0	128	128	128
mha	mha1.wk	mha1.rope_k	512	3	128	128	128
mha	mha1.wk	mha1.rope_k	512	512	128	128	128
mha	mha1.wk	mha1.rope_k	2048	0	512	512	512
mha	mha1.wk	mha1.rope_k	2048	3	512	512	512
mha	mha1.wk	mha1.rope_k	2048	512	512	512	512
mha	mha1.rope_k	mha1.kvappend_k	1	0	32	32	32
mha	mha1.rope_k	mha1.kvappend_k	1	3	32	32	32
mha	mha1.rope_k	mha1.kvappend_k	1	512	32	32	32
mha	mha1.rope_k	mha1.kvappend_k	4	0	128	128	128
mha	mha1.rope_k	mha1.kvappend_k	4	3	128	128	128
mha	mha1.rope_k	mha1.kvappend_k	4	512	128	128	128
mha	mha1.rope_k	mha1.kvappend_k	128	0	4096	4096	4096
mha	mha1.rope_k	mha1.kvappend_k	128	3	4096	4096	4096
mha	mha1.rope_k	mha1.kvappend_k	128	512	4096	4096	4096
mha	mha1.rope_k	mha1.kvappend_k	512	0	16384	16384	16384
mha	mha1.rope_k	mha1.kvappend_k	512	3	16384	16384	16384
mha	mha1.rope_k	mha1.kvappend_k	512	512	16384	16384	16384
mha	mha1.rope_k	mha1.kvappend_k	2048	0	65536	65536	65536
mha	mha1.rope_k	mha1.kvappend_k	2048	3	65536	65536	65536
mha	mha1.rope_k	mha1.kvappend_k	2048	512	65536	65536	65536
mha	mha1.wv	mha1.kvappend_v	1	0	32	32	32
mha	mha1.wv	mha1.kvappend_v	1	3	32	32	32
mha	mha1.wv	mha1.kvappend_v	1	512	32	32	32
mha	mha1.wv	mha1.kvappend_v	4	0	128	128	128
mha	mha1.wv	mha1.kvappend_v	4	3	128	128	128
mha	mha1.wv	mha1.kvappend_v	4	512	128	128	128
mha	mha1.wv	mha1.kvappend_v	128	0	4096	4096	4096
mha	mha1.wv	mha1.kvappend_v	128	3	4096	4096	4096
mha	mha1.wv	mha1.kvappend_v	128	512	4096	4096	4096
mha	mha1.wv	mha1.kvappend_v	512	0	16384	16384	16384
mha	mha1.wv	mha1.kvappend_v	512	3	16384	16384	16384
mha	mha1.wv	mha1.kvappend_v	512	512	16384	16384	16384
mha	mha1.wv	mha1.kvappend_v	2048	0	65536	65536	65536
mha	mha1.wv	mha1.kvappend_v	2048	3	65536	65536	65536
mha	mha1.wv	mha1.kvappend_v	2048	512	65536	65536	65536
mha	mha1.rope_q	mha1.attn_chunk	1	0	32	32	32
mha	mha1.rope_q	mha1.attn_chunk	1	3	32	32	32
mha	mha1.rope_q	mha1.attn_chunk	1	512	160	160	160
mha	mha1.rope_q	mha1.attn_chunk	4	0	128	128	128
mha	mha1.rope_q	mha1.attn_chunk	4	3	128	128	128
mha	mha1.rope_q	mha1.attn_chunk	4	512	640	640	640
mha	mha1.rope_q	mha1.attn_chunk	128	0	4096	4096	4096
mha	mha1.rope_q	mha1.attn_chunk	128	3	8192	8192	8192
mha	mha1.rope_q	mha1.attn_chunk	128	512	20480	20480	20480
mha	mha1.rope_q	mha1.attn_chunk	512	0	65536	65536	65536
mha	mha1.rope_q	mha1.attn_chunk	512	3	81920	81920	81920
mha	mha1.rope_q	mha1.attn_chunk	512	512	131072	131072	131072
mha	mha1.rope_q	mha1.attn_chunk	2048	0	1048576	1048576	1048576
mha	mha1.rope_q	mha1.attn_chunk	2048	3	1114112	1114112	1114112
mha	mha1.rope_q	mha1.attn_chunk	2048	512	1310720	1310720	1310720
mha	mha1.kvappend_k	mha1.attn_chunk	1	0	4096	32	32
mha	mha1.kvappend_k	mha1.attn_chunk	1	3	4096	32	32
mha	mha1.kvappend_k	mha1.attn_chunk	1	512	20480	32	32
mha	mha1.kvappend_k	mha1.attn_chunk	4	0	16384	512	512
mha	mha1.kvappend_k	mha1.attn_chunk	4	3	16384	512	512
mha	mha1.kvappend_k	mha1.attn_chunk	4	512	81920	512	512
mha	mha1.kvappend_k	mha1.attn_chunk	128	0	524288	524288	524288
mha	mha1.kvappend_k	mha1.attn_chunk	128	3	1048576	524288	524288
mha	mha1.kvappend_k	mha1.attn_chunk	128	512	2621440	524288	524288
mha	mha1.kvappend_k	mha1.attn_chunk	512	0	8388608	8388608	8388608
mha	mha1.kvappend_k	mha1.attn_chunk	512	3	10485760	8388608	8388608
mha	mha1.kvappend_k	mha1.attn_chunk	512	512	16777216	8388608	8388608
mha	mha1.kvappend_k	mha1.attn_chunk	2048	0	134217728	134217728	134217728
mha	mha1.kvappend_k	mha1.attn_chunk	2048	3	142606336	134217728	134217728
mha	mha1.kvappend_k	mha1.attn_chunk	2048	512	167772160	134217728	134217728
mha	mha1.kvappend_v	mha1.attn_chunk	1	0	4096	32	32
mha	mha1.kvappend_v	mha1.attn_chunk	1	3	4096	32	32
mha	mha1.kvappend_v	mha1.attn_chunk	1	512	20480	32	32
mha	mha1.kvappend_v	mha1.attn_chunk	4	0	16384	512	512
mha	mha1.kvappend_v	mha1.attn_chunk	4	3	16384	512	512
mha	mha1.kvappend_v	mha1.attn_chunk	4	512	81920	512	512
mha	mha1.kvappend_v	mha1.attn_chunk	128	0	524288	524288	524288
mha	mha1.kvappend_v	mha1.attn_chunk	128	3	1048576	524288	524288
mha	mha1.kvappend_v	mha1.attn_chunk	128	512	2621440	524288	524288
mha	mha1.kvappend_v	mha1.attn_chunk	512	0	8388608	8388608	8388608
