config	status	l1_registers	l2_registers	smem	l1_ctas_per_sm	l2_ctas_per_sm
256x64x8s4k16	PASS	168	168	41216	1	1
256x64x8s4k2	PASS	168	168	41216	1	1
256x64x8s4k4	PASS	168	168	41216	1	1
256x64x8s4k8	PASS	168	168	41216	1	1
256x64x8s5k1	PASS	168	168	51520	1	1
256x64x8s5k16	PASS	168	168	51520	1	1
256x64x8s5k2	PASS	168	168	51520	1	1
256x64x8s5k4	PASS	168	168	51520	1	1
256x64x8s5k8	PASS	168	168	51520	1	1
32x128x16s2k1	PASS	96	96	20736	2	2
32x128x16s2k16	PASS	96	96	20736	2	2
32x128x16s2k2	PASS	96	96	20736	2	2
32x128x16s2k4	PASS	96	96	20736	2	2
32x128x16s2k8	PASS	96	96	20736	2	2
32x128x16s3k1	PASS	96	96	31104	2	2
32x128x16s3k16	PASS	96	96	31104	2	2
32x128x16s3k2	PASS	96	96	31104	2	2
32x128x16s3k4	PASS	96	96	31104	2	2
32x128x16s3k8	PASS	96	96	31104	2	2
32x128x16s4k1	PASS	96	96	41472	2	2
32x128x16s4k16	PASS	96	96	41472	2	2
32x128x16s4k2	PASS	96	96	41472	2	2
32x128x16s4k4	PASS	96	96	41472	2	2
32x128x16s4k8	PASS	96	96	41472	2	2
32x128x16s5k1	PASS	96	96	51840	1	1
32x128x16s5k16	PASS	96	96	51840	1	1
32x128x16s5k2	PASS	96	96	51840	1	1
32x128x16s5k4	PASS	96	96	51840	1	1
32x128x16s5k8	PASS	96	96	51840	1	1
32x128x32s2k1	PASS	150	152	41472	1	1
32x128x32s2k16	PASS	150	152	41472	1	1
32x128x32s2k2	PASS	150	152	41472	1	1
32x128x32s2k4	PASS	150	152	41472	1	1
32x128x32s2k8	PASS	150	152	41472	1	1
32x128x32s3k1	PASS	158	148	62208	1	1
32x128x32s3k16	PASS	158	148	62208	1	1
32x128x32s3k2	PASS	158	148	62208	1	1
32x128x32s3k4	PASS	158	148	62208	1	1
32x128x32s3k8	PASS	158	148	62208	1	1
32x128x32s4k1	PASS	164	168	82944	1	1
32x128x32s4k16	PASS	164	168	82944	1	1
32x128x32s4k2	PASS	164	168	82944	1	1
32x128x32s4k4	PASS	164	168	82944	1	1
32x128x32s4k8	PASS	164	168	82944	1	1
32x128x8s2k1	PASS	96	96	10368	2	2
32x128x8s2k16	PASS	96	96	10368	2	2
32x128x8s2k2	PASS	96	96	10368	2	2
32x128x8s2k4	PASS	96	96	10368	2	2
32x128x8s2k8	PASS	96	96	10368	2	2
32x128x8s3k1	PASS	96	96	15552	2	2
32x128x8s3k16	PASS	96	96	15552	2	2
32x128x8s3k2	PASS	96	96	15552	2	2
32x128x8s3k4	PASS	96	96	15552	2	2
32x128x8s3k8	PASS	96	96	15552	2	2
32x128x8s4k1	PASS	96	96	20736	2	2
32x128x8s4k16	PASS	96	96	20736	2	2
32x128x8s4k2	PASS	96	96	20736	2	2
32x128x8s4k4	PASS	96	96	20736	2	2
32x128x8s4k8	PASS	96	96	20736	2	2
32x128x8s5k1	PASS	96	96	25920	2	2
32x128x8s5k16	PASS	96	96	25920	2	2
32x128x8s5k2	PASS	96	96	25920	2	2
32x128x8s5k4	PASS	96	96	25920	2	2
32x128x8s5k8	PASS	96	96	25920	2	2
32x16x16s2k1	PASS	71	72	6400	3	3
32x16x16s2k16	PASS	71	72	6400	3	3
32x16x16s2k2	PASS	71	72	6400	3	3
32x16x16s2k4	PASS	71	72	6400	3	3
32x16x16s2k8	PASS	71	72	6400	3	3
32x16x16s3k1	PASS	80	80	9600	3	3
32x16x16s3k16	PASS	80	80	9600	3	3
32x16x16s3k2	PASS	80	80	9600	3	3
32x16x16s3k4	PASS	80	80	9600	3	3
32x16x16s3k8	PASS	80	80	9600	3	3
32x16x16s4k1	PASS	80	80	12800	3	3
32x16x16s4k16	PASS	80	80	12800	3	3
32x16x16s4k2	PASS	80	80	12800	3	3
32x16x16s4k4	PASS	80	80	12800	3	3
32x16x16s4k8	PASS	80	80	12800	3	3
32x16x16s5k1	PASS	80	80	16000	3	3
32x16x16s5k16	PASS	80	80	16000	3	3
32x16x16s5k2	PASS	80	80	16000	3	3
32x16x16s5k4	PASS	80	80	16000	3	3
32x16x16s5k8	PASS	80	80	16000	3	3
32x16x32s2k1	PASS	80	80	12800	3	3
32x16x32s2k16	PASS	80	80	12800	3	3
32x16x32s2k2	PASS	80	80	12800	3	3
32x16x32s2k4	PASS	80	80	12800	3	3
32x16x32s2k8	PASS	80	80	12800	3	3
32x16x32s3k1	PASS	80	80	19200	3	3
32x16x32s3k16	PASS	80	80	19200	3	3
32x16x32s3k2	PASS	80	80	19200	3	3
32x16x32s3k4	PASS	80	80	19200	3	3
32x16x32s3k8	PASS	80	80	19200	3	3
32x16x32s4k1	PASS	80	80	25600	3	3
32x16x32s4k16	PASS	80	80	25600	3	3
32x16x32s4k2	PASS	80	80	25600	3	3
32x16x32s4k4	PASS	80	80	25600	3	3
32x16x32s4k8	PASS	80	80	25600	3	3
32x16x32s5k1	PASS	80	80	32000	3	3
32x16x32s5k16	PASS	80	80	32000	3	3
32x16x32s5k2	PASS	80	80	32000	3	3
32x16x32s5k4	PASS	80	80	32000	3	3
32x16x32s5k8	PASS	80	80	32000	3	3
32x256x16s2k1	PASS	140	128	37120	1	2
32x256x16s2k16	PASS	140	128	37120	1	2
32x256x16s2k2	PASS	140	128	37120	1	2
32x256x16s2k4	PASS	140	128	37120	1	2
32x256x16s2k8	PASS	140	128	37120	1	2
32x256x16s3k1	PASS	128	128	55680	1	1
32x256x16s3k16	PASS	128	128	55680	1	1
32x256x16s3k2	PASS	128	128	55680	1	1
32x256x16s3k4	PASS	128	128	55680	1	1
32x256x16s3k8	PASS	128	128	55680	1	1
32x256x16s4k1	PASS	128	128	74240	1	1
32x256x16s4k16	PASS	128	128	74240	1	1
32x256x16s4k2	PASS	128	128	74240	1	1
32x256x16s4k4	PASS	128	128	74240	1	1
32x256x16s4k8	PASS	128	128	74240	1	1
32x256x16s5k1	PASS	128	128	92800	1	1
32x256x16s5k16	PASS	128	128	92800	1	1
32x256x16s5k2	PASS	128	128	92800	1	1
32x256x16s5k4	PASS	128	128	92800	1	1
32x256x16s5k8	PASS	128	128	92800	1	1
32x256x32s2k1	PASS	249	253	74240	1	1
32x256x32s2k16	PASS	249	253	74240	1	1
32x256x32s2k2	PASS	249	253	74240	1	1
32x256x32s2k4	PASS	249	253	74240	1	1
32x256x32s2k8	PASS	249	253	74240	1	1
32x256x8s2k1	PASS	115	128	18560	2	2
32x256x8s2k16	PASS	115	128	18560	2	2
32x256x8s2k2	PASS	115	128	18560	2	2
32x256x8s2k4	PASS	115	128	18560	2	2
32x256x8s2k8	PASS	115	128	18560	2	2
32x256x8s3k1	PASS	119	117	27840	2	2
32x256x8s3k16	PASS	119	117	27840	2	2
32x256x8s3k2	PASS	119	117	27840	2	2
32x256x8s3k4	PASS	119	117	27840	2	2
32x256x8s3k8	PASS	119	117	27840	2	2
32x256x8s4k1	PASS	119	117	37120	2	2
32x256x8s4k16	PASS	119	117	37120	2	2
32x256x8s4k2	PASS	119	117	37120	2	2
32x256x8s4k4	PASS	119	117	37120	2	2
32x256x8s4k8	PASS	119	117	37120	2	2
32x256x8s5k1	PASS	119	120	46400	2	2
32x256x8s5k16	PASS	119	120	46400	2	2
32x256x8s5k2	PASS	119	120	46400	2	2
32x256x8s5k4	PASS	119	120	46400	2	2
32x256x8s5k8	PASS	119	120	46400	2	2
32x32x16s2k1	PASS	86	86	8448	2	2
32x32x16s2k16	PASS	86	86	8448	2	2
32x32x16s2k2	PASS	86	86	8448	2	2
32x32x16s2k4	PASS	86	86	8448	2	2
32x32x16s2k8	PASS	86	86	8448	2	2
32x32x16s3k1	PASS	87	87	12672	2	2
32x32x16s3k16	PASS	87	87	12672	2	2
32x32x16s3k2	PASS	87	87	12672	2	2
32x32x16s3k4	PASS	87	87	12672	2	2
32x32x16s3k8	PASS	87	87	12672	2	2
32x32x16s4k1	PASS	87	87	16896	2	2
32x32x16s4k16	PASS	87	87	16896	2	2
32x32x16s4k2	PASS	87	87	16896	2	2
32x32x16s4k4	PASS	87	87	16896	2	2
32x32x16s4k8	PASS	87	87	16896	2	2
32x32x16s5k1	PASS	87	87	21120	2	2
32x32x16s5k16	PASS	87	87	21120	2	2
32x32x16s5k2	PASS	87	87	21120	2	2
32x32x16s5k4	PASS	87	87	21120	2	2
32x32x16s5k8	PASS	87	87	21120	2	2
32x32x32s2k1	PASS	89	89	16896	2	2
32x32x32s2k16	PASS	89	89	16896	2	2
32x32x32s2k2	PASS	89	89	16896	2	2
32x32x32s2k4	PASS	89	89	16896	2	2
32x32x32s2k8	PASS	89	89	16896	2	2
32x32x32s3k1	PASS	96	96	25344	2	2
32x32x32s3k16	PASS	96	96	25344	2	2
32x32x32s3k2	PASS	96	96	25344	2	2
32x32x32s3k4	PASS	96	96	25344	2	2
32x32x32s3k8	PASS	96	96	25344	2	2
32x32x32s4k1	PASS	96	96	33792	2	2
32x32x32s4k16	PASS	96	96	33792	2	2
32x32x32s4k2	PASS	96	96	33792	2	2
32x32x32s4k4	PASS	96	96	33792	2	2
32x32x32s4k8	PASS	96	96	33792	2	2
32x32x32s5k1	PASS	96	96	42240	2	2
32x32x32s5k16	PASS	96	96	42240	2	2
32x32x32s5k2	PASS	96	96	42240	2	2
32x32x32s5k4	PASS	96	96	42240	2	2
32x32x32s5k8	PASS	96	96	42240	2	2
32x32x8s2k1	PASS	72	72	4224	3	3
32x32x8s2k16	PASS	72	72	4224	3	3
32x32x8s2k2	PASS	72	72	4224	3	3
32x32x8s2k4	PASS	72	72	4224	3	3
32x32x8s2k8	PASS	72	72	4224	3	3
32x32x8s3k1	PASS	72	72	6336	3	3
32x32x8s3k16	PASS	72	72	6336	3	3
32x32x8s3k2	PASS	72	72	6336	3	3
32x32x8s3k4	PASS	72	72	6336	3	3
32x32x8s3k8	PASS	72	72	6336	3	3
32x32x8s4k1	PASS	72	72	8448	3	3
32x32x8s4k16	PASS	72	72	8448	3	3
32x32x8s4k2	PASS	72	72	8448	3	3
32x32x8s4k4	PASS	72	72	8448	3	3
32x32x8s4k8	PASS	72	72	8448	3	3
32x32x8s5k1	PASS	72	72	10560	3	3
32x32x8s5k16	PASS	72	72	10560	3	3
32x32x8s5k2	PASS	72	72	10560	3	3
32x32x8s5k4	PASS	72	72	10560	3	3
32x32x8s5k8	PASS	72	72	10560	3	3
32x64x16s2k1	PASS	90	90	12544	2	2
32x64x16s2k16	PASS	90	90	12544	2	2
32x64x16s2k2	PASS	90	90	12544	2	2
32x64x16s2k4	PASS	90	90	12544	2	2
32x64x16s2k8	PASS	90	90	12544	2	2
32x64x16s3k1	PASS	89	88	18816	2	2
32x64x16s3k16	PASS	89	88	18816	2	2
32x64x16s3k2	PASS	89	88	18816	2	2
32x64x16s3k4	PASS	89	88	18816	2	2
32x64x16s3k8	PASS	89	88	18816	2	2
32x64x16s4k1	PASS	88	88	25088	2	2
32x64x16s4k16	PASS	88	88	25088	2	2
32x64x16s4k2	PASS	88	88	25088	2	2
32x64x16s4k4	PASS	88	88	25088	2	2
32x64x16s4k8	PASS	88	88	25088	2	2
32x64x16s5k1	PASS	88	88	31360	2	2
32x64x16s5k16	PASS	88	88	31360	2	2
32x64x16s5k2	PASS	88	88	31360	2	2
32x64x16s5k4	PASS	88	88	31360	2	2
32x64x16s5k8	PASS	88	88	31360	2	2
32x64x32s2k1	PASS	112	106	25088	2	2
32x64x32s2k16	PASS	112	106	25088	2	2
32x64x32s2k2	PASS	112	106	25088	2	2
32x64x32s2k4	PASS	112	106	25088	2	2
32x64x32s2k8	PASS	112	106	25088	2	2
32x64x32s3k1	PASS	114	108	37632	2	2
32x64x32s3k16	PASS	114	108	37632	2	2
32x64x32s3k2	PASS	114	108	37632	2	2
32x64x32s3k4	PASS	114	108	37632	2	2
32x64x32s3k8	PASS	114	108	37632	2	2
32x64x32s4k1	PASS	114	108	50176	2	2
32x64x32s4k16	PASS	114	108	50176	2	2
32x64x32s4k2	PASS	114	108	50176	2	2
32x64x32s4k4	PASS	114	108	50176	2	2
32x64x32s4k8	PASS	114	108	50176	2	2
32x64x32s5k1	PASS	114	108	62720	1	1
32x64x32s5k16	PASS	114	108	62720	1	1
32x64x32s5k2	PASS	114	108	62720	1	1
32x64x32s5k4	PASS	114	108	62720	1	1
32x64x32s5k8	PASS	114	108	62720	1	1
32x64x8s2k1	PASS	80	80	6272	3	3
32x64x8s2k16	PASS	80	80	6272	3	3
32x64x8s2k2	PASS	80	80	6272	3	3
32x64x8s2k4	PASS	80	80	6272	3	3
32x64x8s2k8	PASS	80	80	6272	3	3
32x64x8s3k1	PASS	82	92	9408	2	2
32x64x8s3k16	PASS	82	92	9408	2	2
32x64x8s3k2	PASS	82	92	9408	2	2
32x64x8s3k4	PASS	82	92	9408	2	2
32x64x8s3k8	PASS	82	92	9408	2	2
32x64x8s4k1	PASS	82	92	12544	2	2
32x64x8s4k16	PASS	82	92	12544	2	2
32x64x8s4k2	PASS	82	92	12544	2	2
32x64x8s4k4	PASS	82	92	12544	2	2
32x64x8s4k8	PASS	82	92	12544	2	2
32x64x8s5k1	PASS	94	94	15680	2	2
32x64x8s5k16	PASS	94	94	15680	2	2
32x64x8s5k2	PASS	94	94	15680	2	2
32x64x8s5k4	PASS	94	94	15680	2	2
32x64x8s5k8	PASS	94	94	15680	2	2
64x128x16s2k1	PASS	128	128	24832	2	2
64x128x16s2k16	PASS	128	128	24832	2	2
64x128x16s2k2	PASS	128	128	24832	2	2
64x128x16s2k4	PASS	128	128	24832	2	2
64x128x16s2k8	PASS	128	128	24832	2	2
64x128x16s3k1	PASS	128	128	37248	2	2
64x128x16s3k16	PASS	128	128	37248	2	2
64x128x16s3k2	PASS	128	128	37248	2	2
64x128x16s3k4	PASS	128	128	37248	2	2
64x128x16s3k8	PASS	128	128	37248	2	2
64x128x16s4k1	PASS	127	127	49664	2	2
64x128x16s4k16	PASS	127	127	49664	2	2
64x128x16s4k2	PASS	127	127	49664	2	2
64x128x16s4k4	PASS	127	127	49664	2	2
64x128x16s4k8	PASS	127	127	49664	2	2
64x128x16s5k1	PASS	127	127	62080	1	1
64x128x16s5k16	PASS	127	127	62080	1	1
64x128x16s5k2	PASS	127	127	62080	1	1
64x128x16s5k4	PASS	127	127	62080	1	1
64x128x16s5k8	PASS	127	127	62080	1	1
64x128x32s2k1	PASS	168	168	49664	1	1
64x128x32s2k16	PASS	168	168	49664	1	1
64x128x32s2k2	PASS	168	168	49664	1	1
64x128x32s2k4	PASS	168	168	49664	1	1
64x128x32s2k8	PASS	168	168	49664	1	1
64x128x32s3k1	PASS	196	198	74496	1	1
64x128x32s3k16	PASS	196	198	74496	1	1
64x128x32s3k2	PASS	196	198	74496	1	1
64x128x32s3k4	PASS	196	198	74496	1	1
64x128x32s3k8	PASS	196	198	74496	1	1
64x128x32s4k1	PASS	190	196	99328	1	1
64x128x32s4k16	PASS	190	196	99328	1	1
64x128x32s4k2	PASS	190	196	99328	1	1
64x128x32s4k4	PASS	190	196	99328	1	1
64x128x32s4k8	PASS	190	196	99328	1	1
64x128x8s2k1	PASS	123	123	12416	2	2
64x128x8s2k16	PASS	123	123	12416	2	2
64x128x8s2k2	PASS	123	123	12416	2	2
64x128x8s2k4	PASS	123	123	12416	2	2
64x128x8s2k8	PASS	123	123	12416	2	2
64x128x8s3k1	PASS	119	124	18624	2	2
64x128x8s3k16	PASS	119	124	18624	2	2
64x128x8s3k2	PASS	119	124	18624	2	2
64x128x8s3k4	PASS	119	124	18624	2	2
64x128x8s3k8	PASS	119	124	18624	2	2
64x128x8s4k1	PASS	128	122	24832	2	2
64x128x8s4k16	PASS	128	122	24832	2	2
64x128x8s4k2	PASS	128	122	24832	2	2
64x128x8s4k4	PASS	128	122	24832	2	2
64x128x8s4k8	PASS	128	122	24832	2	2
64x128x8s5k1	PASS	128	122	31040	2	2
64x128x8s5k16	PASS	128	122	31040	2	2
64x128x8s5k2	PASS	128	122	31040	2	2
64x128x8s5k4	PASS	128	122	31040	2	2
64x128x8s5k8	PASS	128	122	31040	2	2
64x16x16s2k1	PASS	95	95	10496	2	2
64x16x16s2k16	PASS	95	95	10496	2	2
64x16x16s2k2	PASS	95	95	10496	2	2
64x16x16s2k4	PASS	95	95	10496	2	2
64x16x16s2k8	PASS	95	95	10496	2	2
64x16x16s3k1	PASS	95	96	15744	2	2
64x16x16s3k16	PASS	95	96	15744	2	2
64x16x16s3k2	PASS	95	96	15744	2	2
64x16x16s3k4	PASS	95	96	15744	2	2
64x16x16s3k8	PASS	95	96	15744	2	2
64x16x16s4k1	PASS	96	96	20992	2	2
64x16x16s4k16	PASS	96	96	20992	2	2
64x16x16s4k2	PASS	96	96	20992	2	2
64x16x16s4k4	PASS	96	96	20992	2	2
64x16x16s4k8	PASS	96	96	20992	2	2
64x16x16s5k1	PASS	96	96	26240	2	2
64x16x16s5k16	PASS	96	96	26240	2	2
64x16x16s5k2	PASS	96	96	26240	2	2
64x16x16s5k4	PASS	96	96	26240	2	2
64x16x16s5k8	PASS	96	96	26240	2	2
64x16x32s2k1	PASS	127	127	20992	2	2
64x16x32s2k16	PASS	127	127	20992	2	2
64x16x32s2k2	PASS	127	127	20992	2	2
64x16x32s2k4	PASS	127	127	20992	2	2
64x16x32s2k8	PASS	127	127	20992	2	2
64x16x32s3k1	PASS	128	128	31488	2	2
64x16x32s3k16	PASS	128	128	31488	2	2
64x16x32s3k2	PASS	128	128	31488	2	2
64x16x32s3k4	PASS	128	128	31488	2	2
64x16x32s3k8	PASS	128	128	31488	2	2
64x16x32s4k1	PASS	128	128	41984	2	2
64x16x32s4k16	PASS	128	128	41984	2	2
64x16x32s4k2	PASS	128	128	41984	2	2
64x16x32s4k4	PASS	128	128	41984	2	2
64x16x32s4k8	PASS	128	128	41984	2	2
64x16x32s5k1	PASS	128	128	52480	1	1
64x16x32s5k16	PASS	128	128	52480	1	1
64x16x32s5k2	PASS	128	128	52480	1	1
64x16x32s5k4	PASS	128	128	52480	1	1
64x16x32s5k8	PASS	128	128	52480	1	1
64x256x16s2k1	PASS	168	168	41216	1	1
64x256x16s2k16	PASS	168	168	41216	1	1
64x256x16s2k2	PASS	168	168	41216	1	1
64x256x16s2k4	PASS	168	168	41216	1	1
64x256x16s2k8	PASS	168	168	41216	1	1
64x256x16s3k1	PASS	168	168	61824	1	1
64x256x16s3k16	PASS	168	168	61824	1	1
64x256x16s3k2	PASS	168	168	61824	1	1
64x256x16s3k4	PASS	168	168	61824	1	1
64x256x16s3k8	PASS	168	168	61824	1	1
64x256x16s4k1	PASS	168	168	82432	1	1
64x256x16s4k16	PASS	168	168	82432	1	1
64x256x16s4k2	PASS	168	168	82432	1	1
64x256x16s4k4	PASS	168	168	82432	1	1
64x256x16s4k8	PASS	168	168	82432	1	1
64x256x32s2k1	PASS	124	124	82432	1	1
64x256x32s2k16	PASS	124	124	82432	1	1
64x256x32s2k2	PASS	124	124	82432	1	1
64x256x32s2k4	PASS	124	124	82432	1	1
64x256x32s2k8	PASS	124	124	82432	1	1
64x256x8s2k1	PASS	167	168	20608	1	1
64x256x8s2k16	PASS	167	168	20608	1	1
64x256x8s2k2	PASS	167	168	20608	1	1
64x256x8s2k4	PASS	167	168	20608	1	1
64x256x8s2k8	PASS	167	168	20608	1	1
64x256x8s3k1	PASS	167	167	30912	1	1
64x256x8s3k16	PASS	167	167	30912	1	1
64x256x8s3k2	PASS	167	167	30912	1	1
64x256x8s3k4	PASS	167	167	30912	1	1
64x256x8s3k8	PASS	167	167	30912	1	1
64x256x8s4k1	PASS	167	167	41216	1	1
64x256x8s4k16	PASS	167	167	41216	1	1
64x256x8s4k2	PASS	167	167	41216	1	1
64x256x8s4k4	PASS	167	167	41216	1	1
64x256x8s4k8	PASS	167	167	41216	1	1
64x256x8s5k1	PASS	167	167	51520	1	1
64x256x8s5k16	PASS	167	167	51520	1	1
64x256x8s5k2	PASS	167	167	51520	1	1
64x256x8s5k4	PASS	167	167	51520	1	1
64x256x8s5k8	PASS	167	167	51520	1	1
64x32x16s2k1	PASS	94	92	12544	2	2
64x32x16s2k16	PASS	94	92	12544	2	2
64x32x16s2k2	PASS	94	92	12544	2	2
64x32x16s2k4	PASS	94	92	12544	2	2
64x32x16s2k8	PASS	94	92	12544	2	2
64x32x16s3k1	PASS	93	92	18816	2	2
64x32x16s3k16	PASS	93	92	18816	2	2
64x32x16s3k2	PASS	93	92	18816	2	2
64x32x16s3k4	PASS	93	92	18816	2	2
64x32x16s3k8	PASS	93	92	18816	2	2
64x32x16s4k1	PASS	90	90	25088	2	2
64x32x16s4k16	PASS	90	90	25088	2	2
64x32x16s4k2	PASS	90	90	25088	2	2
64x32x16s4k4	PASS	90	90	25088	2	2
64x32x16s4k8	PASS	90	90	25088	2	2
64x32x16s5k1	PASS	90	90	31360	2	2
64x32x16s5k16	PASS	90	90	31360	2	2
64x32x16s5k2	PASS	90	90	31360	2	2
64x32x16s5k4	PASS	90	90	31360	2	2
64x32x16s5k8	PASS	90	90	31360	2	2
64x32x32s2k1	PASS	120	106	25088	2	2
64x32x32s2k16	PASS	120	106	25088	2	2
64x32x32s2k2	PASS	120	106	25088	2	2
64x32x32s2k4	PASS	120	106	25088	2	2
64x32x32s2k8	PASS	120	106	25088	2	2
64x32x32s3k1	PASS	118	110	37632	2	2
64x32x32s3k16	PASS	118	110	37632	2	2
64x32x32s3k2	PASS	118	110	37632	2	2
64x32x32s3k4	PASS	118	110	37632	2	2
64x32x32s3k8	PASS	118	110	37632	2	2
64x32x32s4k1	PASS	118	110	50176	2	2
64x32x32s4k16	PASS	118	110	50176	2	2
64x32x32s4k2	PASS	118	110	50176	2	2
64x32x32s4k4	PASS	118	110	50176	2	2
64x32x32s4k8	PASS	118	110	50176	2	2
64x32x32s5k1	PASS	120	108	62720	1	1
64x32x32s5k16	PASS	120	108	62720	1	1
64x32x32s5k2	PASS	120	108	62720	1	1
64x32x32s5k4	PASS	120	108	62720	1	1
64x32x32s5k8	PASS	120	108	62720	1	1
64x32x8s2k1	PASS	82	80	6272	2	3
64x32x8s2k16	PASS	82	80	6272	2	3
64x32x8s2k2	PASS	82	80	6272	2	3
64x32x8s2k4	PASS	82	80	6272	2	3
64x32x8s2k8	PASS	82	80	6272	2	3
64x32x8s3k1	PASS	86	83	9408	2	2
64x32x8s3k16	PASS	86	83	9408	2	2
64x32x8s3k2	PASS	86	83	9408	2	2
64x32x8s3k4	PASS	86	83	9408	2	2
64x32x8s3k8	PASS	86	83	9408	2	2
64x32x8s4k1	PASS	86	83	12544	2	2
64x32x8s4k16	PASS	86	83	12544	2	2
64x32x8s4k2	PASS	86	83	12544	2	2
64x32x8s4k4	PASS	86	83	12544	2	2
64x32x8s4k8	PASS	86	83	12544	2	2
64x32x8s5k1	PASS	82	88	15680	2	2
64x32x8s5k16	PASS	82	88	15680	2	2
64x32x8s5k2	PASS	82	88	15680	2	2
64x32x8s5k4	PASS	82	88	15680	2	2
64x32x8s5k8	PASS	82	88	15680	2	2
64x64x16s2k1	PASS	110	96	16640	2	2
64x64x16s2k16	PASS	110	96	16640	2	2
64x64x16s2k2	PASS	110	96	16640	2	2
64x64x16s2k4	PASS	110	96	16640	2	2
64x64x16s2k8	PASS	110	96	16640	2	2
64x64x16s3k1	PASS	108	96	24960	2	2
64x64x16s3k16	PASS	108	96	24960	2	2
64x64x16s3k2	PASS	108	96	24960	2	2
64x64x16s3k4	PASS	108	96	24960	2	2
64x64x16s3k8	PASS	108	96	24960	2	2
64x64x16s4k1	PASS	96	96	33280	2	2
64x64x16s4k16	PASS	96	96	33280	2	2
64x64x16s4k2	PASS	96	96	33280	2	2
64x64x16s4k4	PASS	96	96	33280	2	2
64x64x16s4k8	PASS	96	96	33280	2	2
64x64x16s5k1	PASS	96	96	41600	2	2
64x64x16s5k16	PASS	96	96	41600	2	2
64x64x16s5k2	PASS	96	96	41600	2	2
64x64x16s5k4	PASS	96	96	41600	2	2
64x64x16s5k8	PASS	96	96	41600	2	2
64x64x32s2k1	PASS	128	118	33280	2	2
64x64x32s2k16	PASS	128	118	33280	2	2
64x64x32s2k2	PASS	128	118	33280	2	2
64x64x32s2k4	PASS	128	118	33280	2	2
64x64x32s2k8	PASS	128	118	33280	2	2
64x64x32s3k1	PASS	128	118	49920	2	2
64x64x32s3k16	PASS	128	118	49920	2	2
64x64x32s3k2	PASS	128	118	49920	2	2
64x64x32s3k4	PASS	128	118	49920	2	2
64x64x32s3k8	PASS	128	118	49920	2	2
64x64x32s4k1	PASS	128	120	66560	1	1
64x64x32s4k16	PASS	128	120	66560	1	1
64x64x32s4k2	PASS	128	120	66560	1	1
64x64x32s4k4	PASS	128	120	66560	1	1
64x64x32s4k8	PASS	128	120	66560	1	1
64x64x32s5k1	PASS	128	122	83200	1	1
64x64x32s5k16	PASS	128	122	83200	1	1
64x64x32s5k2	PASS	128	122	83200	1	1
64x64x32s5k4	PASS	128	122	83200	1	1
64x64x32s5k8	PASS	128	122	83200	1	1
64x64x8s2k1	PASS	96	96	8320	2	2
64x64x8s2k16	PASS	96	96	8320	2	2
64x64x8s2k2	PASS	96	96	8320	2	2
64x64x8s2k4	PASS	96	96	8320	2	2
64x64x8s2k8	PASS	96	96	8320	2	2
64x64x8s3k1	PASS	96	96	12480	2	2
64x64x8s3k16	PASS	96	96	12480	2	2
64x64x8s3k2	PASS	96	96	12480	2	2
64x64x8s3k4	PASS	96	96	12480	2	2
64x64x8s3k8	PASS	96	96	12480	2	2
64x64x8s4k1	PASS	96	96	16640	2	2
64x64x8s4k16	PASS	96	96	16640	2	2
64x64x8s4k2	PASS	96	96	16640	2	2
64x64x8s4k4	PASS	96	96	16640	2	2
64x64x8s4k8	PASS	96	96	16640	2	2
64x64x8s5k1	PASS	96	96	20800	2	2
64x64x8s5k16	PASS	96	96	20800	2	2
64x64x8s5k2	PASS	96	96	20800	2	2
64x64x8s5k4	PASS	96	96	20800	2	2
64x64x8s5k8	PASS	96	96	20800	2	2
