model	tile_m	tile_n	producer	consumer	producer_gemm	consumer_gemm	waits	consumers	volume	interface_ns
mha4	128	128	l3.s45.norm	l3.s46.proj	-1	21	512	4	512	101.76282138874626
mha4	128	128	l3.s45.norm	l3.s47.proj	-1	22	512	4	512	101.76282138874626
mha4	128	128	l3.s45.norm	l3.s48.proj	-1	23	512	4	512	101.76282138874626
mha4	128	128	l3.s46.proj	l3.s49.rope	21	-1	65536	65536	1	0
mha4	128	128	l3.s47.proj	l3.s50.rope	22	-1	65536	65536	1	0
mha4	128	128	l3.s50.rope	l3.s51.append	-1	-1	65536	65536	1	0
mha4	128	128	l3.s48.proj	l3.s52.append	23	-1	65536	65536	1	0
mha4	128	128	l3.s49.rope	l3.s53.attn	-1	-1	65536	512	1	25.440705347186565
mha4	128	128	l3.s51.append	l3.s53.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	128	128	l3.s52.append	l3.s53.attn	-1	-1	8388608	512	1	3281.8509897870667
mha4	128	128	l3.s53.attn	l3.s54.proj	-1	24	2048	4	128	102.36378293238059
mha4	128	128	l3.s54.proj	l3.s54.add	24	24	4	4	16384	0
mha4	128	128	l2.s44.add	l3.s54.add	20	24	4	4	16384	0
mha4	128	128	l3.s54.add	l3.s55.norm	24	-1	512	128	128	19.230769396298506
mha4	128	128	l3.s55.norm	l3.s56.proj	-1	25	1024	8	512	203.52564277749252
mha4	128	128	l3.s55.norm	l3.s57.proj	-1	26	1024	8	512	203.52564277749252
mha4	128	128	l3.s56.proj	l3.s58.act	25	-1	131072	131072	1	0
mha4	128	128	l3.s57.proj	l3.s58.act	26	-1	131072	131072	1	0
mha4	128	128	l3.s58.act	l3.s59.proj	-1	27	524288	4	1	205.12664188983084
mha4	128	128	l3.s59.proj	l3.s59.add	27	27	4	4	16384	0
mha4	128	128	l3.s54.add	l3.s59.add	24	27	4	4	16384	0
