model	split	fp32_partials	round	pass	mismatch	max_abs	partial_bytes	l05_ms	l1_ms	l2_ms	dtype	execution_index	hash
mha4	16	1	30	1	0	2.8610229e-06	150994944	1.937408	1.939456	2.036608	f32	1	5661e13d57086f64
gqa2	1	0	30	1	0	2.2649765e-06	0	1.223680	1.223680	1.292960	f32	2	4d51e995ce302f00
gqa2	1	1	30	1	0	2.2649765e-06	0	1.224608	1.227776	1.295360	f32	3	4d51e995ce302f00
gqa2	16	0	30	1	0	1.9073486e-06	67108864	0.902144	0.905216	0.943104	f32	4	5b63400d0b5766e4
gqa2	16	1	30	1	0	1.9073486e-06	67108864	0.902976	0.907168	0.945152	f32	5	5b63400d0b5766e4
mha4	1	0	30	1	0	2.3841858e-06	0	2.450528	2.451488	2.621152	f32	6	26bba97f049e1b54
mha4	1	1	30	1	0	2.3841858e-06	0	2.450624	2.450432	2.622464	f32	7	26bba97f049e1b54
mha4	16	1	31	1	0	2.8610229e-06	150994944	1.938432	1.931328	2.034688	f32	0	5661e13d57086f64
gqa2	1	0	31	1	0	2.2649765e-06	0	1.222656	1.223744	1.290240	f32	1	4d51e995ce302f00
gqa2	1	1	31	1	0	2.2649765e-06	0	1.223680	1.224736	1.289216	f32	2	4d51e995ce302f00
gqa2	16	0	31	1	0	1.9073486e-06	67108864	0.903072	0.904192	0.943040	f32	3	5b63400d0b5766e4
gqa2	16	1	31	1	0	1.9073486e-06	67108864	0.898784	0.898048	0.937920	f32	4	5b63400d0b5766e4
mha4	1	0	31	1	0	2.3841858e-06	0	2.450432	2.449280	2.622464	f32	5	26bba97f049e1b54
mha4	1	1	31	1	0	2.3841858e-06	0	2.449408	2.448416	2.623296	f32	6	26bba97f049e1b54
mha4	16	0	31	1	0	2.8610229e-06	150994944	1.943360	1.936384	2.035520	f32	7	5661e13d57086f64
gqa2	1	0	32	1	0	2.2649765e-06	0	1.223456	1.226464	1.289216	f32	0	4d51e995ce302f00
gqa2	1	1	32	1	0	2.2649765e-06	0	1.222656	1.223744	1.289568	f32	1	4d51e995ce302f00
gqa2	16	0	32	1	0	1.9073486e-06	67108864	0.910112	0.907296	0.944256	f32	2	5b63400d0b5766e4
gqa2	16	1	32	1	0	1.9073486e-06	67108864	0.904512	0.903232	0.936736	f32	3	5b63400d0b5766e4
mha4	1	0	32	1	0	2.3841858e-06	0	2.452480	2.451456	2.630528	f32	4	26bba97f049e1b54
mha4	1	1	32	1	0	2.3841858e-06	0	2.451456	2.451456	2.630656	f32	5	26bba97f049e1b54
mha4	16	0	32	1	0	2.8610229e-06	150994944	1.923072	1.921728	2.025472	f32	6	5661e13d57086f64
mha4	16	1	32	1	0	2.8610229e-06	150994944	1.922048	1.917952	2.019328	f32	7	5661e13d57086f64
gqa2	1	1	33	1	0	2.2649765e-06	0	1.224512	1.224704	1.290976	f32	0	4d51e995ce302f00
gqa2	16	0	33	1	0	1.9073486e-06	67108864	0.909312	0.909152	0.944128	f32	1	5b63400d0b5766e4
gqa2	16	1	33	1	0	1.9073486e-06	67108864	0.903168	0.904256	0.935936	f32	2	5b63400d0b5766e4
mha4	1	0	33	1	0	2.3841858e-06	0	2.450400	2.451456	2.630688	f32	3	26bba97f049e1b54
mha4	1	1	33	1	0	2.3841858e-06	0	2.452480	2.450432	2.630656	f32	4	26bba97f049e1b54
mha4	16	0	33	1	0	2.8610229e-06	150994944	1.926144	1.919680	2.027520	f32	5	5661e13d57086f64
mha4	16	1	33	1	0	2.8610229e-06	150994944	1.931904	1.926208	2.028576	f32	6	5661e13d57086f64
gqa2	1	0	33	1	0	2.2649765e-06	0	1.223680	1.223648	1.290240	f32	7	4d51e995ce302f00
gqa2	16	0	34	1	0	1.9073486e-06	67108864	0.909312	0.909248	0.944128	f32	0	5b63400d0b5766e4
gqa2	16	1	34	1	0	1.9073486e-06	67108864	0.908640	0.908352	0.944128	f32	1	5b63400d0b5766e4
mha4	1	0	34	1	0	2.3841858e-06	0	2.451392	2.451488	2.629632	f32	2	26bba97f049e1b54
mha4	1	1	34	1	0	2.3841858e-06	0	2.451104	2.448480	2.629728	f32	3	26bba97f049e1b54
mha4	16	0	34	1	0	2.8610229e-06	150994944	1.925120	1.920000	2.028672	f32	4	5661e13d57086f64
mha4	16	1	34	1	0	2.8610229e-06	150994944	1.925120	1.923104	2.029472	f32	5	5661e13d57086f64
gqa2	1	0	34	1	0	2.2649765e-06	0	1.223008	1.224704	1.290240	f32	6	4d51e995ce302f00
gqa2	1	1	34	1	0	2.2649765e-06	0	1.222368	1.223712	1.291008	f32	7	4d51e995ce302f00
gqa2	16	1	35	1	0	1.9073486e-06	67108864	0.905088	0.905216	0.936992	f32	0	5b63400d0b5766e4
mha4	1	0	35	1	0	2.3841858e-06	0	2.451456	2.449472	2.629696	f32	1	26bba97f049e1b54
mha4	1	1	35	1	0	2.3841858e-06	0	2.450432	2.450432	2.630656	f32	2	26bba97f049e1b54
mha4	16	0	35	1	0	2.8610229e-06	150994944	1.929216	1.925184	2.026496	f32	3	5661e13d57086f64
mha4	16	1	35	1	0	2.8610229e-06	150994944	1.923904	1.920000	2.023168	f32	4	5661e13d57086f64
gqa2	1	0	35	1	0	2.2649765e-06	0	1.222752	1.224480	1.289952	f32	5	4d51e995ce302f00
gqa2	1	1	35	1	0	2.2649765e-06	0	1.224672	1.224640	1.290400	f32	6	4d51e995ce302f00
gqa2	16	0	35	1	0	1.9073486e-06	67108864	0.909312	0.908288	0.941056	f32	7	5b63400d0b5766e4
mha4	1	0	36	1	0	2.3841858e-06	0	2.449408	2.449472	2.632448	f32	0	26bba97f049e1b54
mha4	1	1	36	1	0	2.3841858e-06	0	2.450464	2.450368	2.629792	f32	1	26bba97f049e1b54
mha4	16	0	36	1	0	2.8610229e-06	150994944	1.920000	1.921024	2.024448	f32	2	5661e13d57086f64
mha4	16	1	36	1	0	2.8610229e-06	150994944	1.929344	1.924096	2.031360	f32	3	5661e13d57086f64
gqa2	1	0	36	1	0	2.2649765e-06	0	1.223872	1.224736	1.289216	f32	4	4d51e995ce302f00
gqa2	1	1	36	1	0	2.2649765e-06	0	1.224640	1.224704	1.290368	f32	5	4d51e995ce302f00
gqa2	16	0	36	1	0	1.9073486e-06	67108864	0.903168	0.904256	0.937760	f32	6	5b63400d0b5766e4
gqa2	16	1	36	1	0	1.9073486e-06	67108864	0.904512	0.905216	0.940032	f32	7	5b63400d0b5766e4
mha4	1	1	37	1	0	2.3841858e-06	0	2.450560	2.451456	2.630592	f32	0	26bba97f049e1b54
mha4	16	0	37	1	0	2.8610229e-06	150994944	1.923072	1.913920	2.026112	f32	1	5661e13d57086f64
mha4	16	1	37	1	0	2.8610229e-06	150994944	1.928192	1.923104	2.027776	f32	2	5661e13d57086f64
gqa2	1	0	37	1	0	2.2649765e-06	0	1.224448	1.224768	1.289248	f32	3	4d51e995ce302f00
gqa2	1	1	37	1	0	2.2649765e-06	0	1.221632	1.224384	1.289248	f32	4	4d51e995ce302f00
gqa2	16	0	37	1	0	1.9073486e-06	67108864	0.904064	0.903072	0.937984	f32	5	5b63400d0b5766e4
gqa2	16	1	37	1	0	1.9073486e-06	67108864	0.906240	0.905216	0.940128	f32	6	5b63400d0b5766e4
mha4	1	0	37	1	0	2.3841858e-06	0	2.450368	2.449184	2.629632	f32	7	26bba97f049e1b54
mha4	16	0	38	1	0	2.8610229e-06	150994944	1.924096	1.914912	2.026496	f32	0	5661e13d57086f64
mha4	16	1	38	1	0	2.8610229e-06	150994944	1.917952	1.913760	2.023424	f32	1	5661e13d57086f64
gqa2	1	0	38	1	0	2.2649765e-06	0	1.220768	1.223744	1.289280	f32	2	4d51e995ce302f00
gqa2	1	1	38	1	0	2.2649765e-06	0	1.223360	1.224704	1.288192	f32	3	4d51e995ce302f00
gqa2	16	0	38	1	0	1.9073486e-06	67108864	0.905216	0.903200	0.938016	f32	4	5b63400d0b5766e4
gqa2	16	1	38	1	0	1.9073486e-06	67108864	0.907264	0.909312	0.942080	f32	5	5b63400d0b5766e4
mha4	1	0	38	1	0	2.3841858e-06	0	2.451360	2.450496	2.628608	f32	6	26bba97f049e1b54
mha4	1	1	38	1	0	2.3841858e-06	0	2.450432	2.451168	2.628608	f32	7	26bba97f049e1b54
mha4	16	1	39	1	0	2.8610229e-06	150994944	1.924064	1.917952	2.024448	f32	0	5661e13d57086f64
gqa2	1	0	39	1	0	2.2649765e-06	0	1.225728	1.226848	1.290240	f32	1	4d51e995ce302f00
gqa2	1	1	39	1	0	2.2649765e-06	0	1.223680	1.222752	1.289440	f32	2	4d51e995ce302f00
gqa2	16	0	39	1	0	1.9073486e-06	67108864	0.902464	0.902976	0.939008	f32	3	5b63400d0b5766e4
gqa2	16	1	39	1	0	1.9073486e-06	67108864	0.912576	0.911360	0.945152	f32	4	5b63400d0b5766e4
mha4	1	0	39	1	0	2.3841858e-06	0	2.450080	2.450176	2.627712	f32	5	26bba97f049e1b54
mha4	1	1	39	1	0	2.3841858e-06	0	2.452352	2.451520	2.630656	f32	6	26bba97f049e1b54
mha4	16	0	39	1	0	2.8610229e-06	150994944	1.931264	1.924896	2.031616	f32	7	5661e13d57086f64
gqa2	1	0	40	1	0	2.2649765e-06	0	1.222272	1.224704	1.288192	f32	0	4d51e995ce302f00
gqa2	1	1	40	1	0	2.2649765e-06	0	1.223040	1.224736	1.288480	f32	1	4d51e995ce302f00
gqa2	16	0	40	1	0	1.9073486e-06	67108864	0.911040	0.909312	0.942080	f32	2	5b63400d0b5766e4
gqa2	16	1	40	1	0	1.9073486e-06	67108864	0.911360	0.912384	0.944864	f32	3	5b63400d0b5766e4
mha4	1	0	40	1	0	2.3841858e-06	0	2.449088	2.450176	2.628416	f32	4	26bba97f049e1b54
mha4	1	1	40	1	0	2.3841858e-06	0	2.450176	2.450432	2.632704	f32	5	26bba97f049e1b54
mha4	16	0	40	1	0	2.8610229e-06	150994944	1.922880	1.919072	2.025120	f32	6	5661e13d57086f64
mha4	16	1	40	1	0	2.8610229e-06	150994944	1.922272	1.918656	2.026496	f32	7	5661e13d57086f64
gqa2	1	1	41	1	0	2.2649765e-06	0	1.223616	1.223712	1.289184	f32	0	4d51e995ce302f00
gqa2	16	0	41	1	0	1.9073486e-06	67108864	0.904064	0.902176	0.940032	f32	1	5b63400d0b5766e4
gqa2	16	1	41	1	0	1.9073486e-06	67108864	0.908288	0.909088	0.941056	f32	2	5b63400d0b5766e4
mha4	1	0	41	1	0	2.3841858e-06	0	2.450272	2.450432	2.627616	f32	3	26bba97f049e1b54
mha4	1	1	41	1	0	2.3841858e-06	0	2.451424	2.449376	2.628768	f32	4	26bba97f049e1b54
mha4	16	0	41	1	0	2.8610229e-06	150994944	1.929440	1.924864	2.029568	f32	5	5661e13d57086f64
mha4	16	1	41	1	0	2.8610229e-06	150994944	1.923072	1.920800	2.026496	f32	6	5661e13d57086f64
gqa2	1	0	41	1	0	2.2649765e-06	0	1.223584	1.224544	1.289248	f32	7	4d51e995ce302f00
gqa2	16	0	42	1	0	1.9073486e-06	67108864	0.908288	0.909088	0.943104	f32	0	5b63400d0b5766e4
gqa2	16	1	42	1	0	1.9073486e-06	67108864	0.909344	0.909184	0.942080	f32	1	5b63400d0b5766e4
mha4	1	0	42	1	0	2.3841858e-06	0	2.449056	2.448480	2.629632	f32	2	26bba97f049e1b54
mha4	1	1	42	1	0	2.3841858e-06	0	2.449792	2.449440	2.629632	f32	3	26bba97f049e1b54
mha4	16	0	42	1	0	2.8610229e-06	150994944	1.928192	1.917952	2.026496	f32	4	5661e13d57086f64
mha4	16	1	42	1	0	2.8610229e-06	150994944	1.925120	1.917952	2.025600	f32	5	5661e13d57086f64
gqa2	1	0	42	1	0	2.2649765e-06	0	1.223680	1.224544	1.289216	f32	6	4d51e995ce302f00
gqa2	1	1	42	1	0	2.2649765e-06	0	1.223680	1.223744	1.289216	f32	7	4d51e995ce302f00
gqa2	16	1	43	1	0	1.9073486e-06	67108864	0.910336	0.910304	0.943744	f32	0	5b63400d0b5766e4
mha4	1	0	43	1	0	2.3841858e-06	0	2.448384	2.450432	2.630656	f32	1	26bba97f049e1b54
mha4	1	1	43	1	0	2.3841858e-06	0	2.449504	2.451200	2.630656	f32	2	26bba97f049e1b54
mha4	16	0	43	1	0	2.8610229e-06	150994944	1.925120	1.918848	2.027392	f32	3	5661e13d57086f64
mha4	16	1	43	1	0	2.8610229e-06	150994944	1.921920	1.915904	2.023424	f32	4	5661e13d57086f64
gqa2	1	0	43	1	0	2.2649765e-06	0	1.222656	1.223744	1.288992	f32	5	4d51e995ce302f00
gqa2	1	1	43	1	0	2.2649765e-06	0	1.223680	1.224704	1.290240	f32	6	4d51e995ce302f00
gqa2	16	0	43	1	0	1.9073486e-06	67108864	0.911360	0.910272	0.941952	f32	7	5b63400d0b5766e4
mha4	1	0	44	1	0	2.3841858e-06	0	2.451456	2.450496	2.629600	f32	0	26bba97f049e1b54
mha4	1	1	44	1	0	2.3841858e-06	0	2.450432	2.451456	2.629824	f32	1	26bba97f049e1b54
mha4	16	0	44	1	0	2.8610229e-06	150994944	1.923072	1.918048	2.028288	f32	2	5661e13d57086f64
mha4	16	1	44	1	0	2.8610229e-06	150994944	1.924096	1.914848	2.025344	f32	3	5661e13d57086f64
gqa2	1	0	44	1	0	2.2649765e-06	0	1.222656	1.225728	1.291264	f32	4	4d51e995ce302f00
gqa2	1	1	44	1	0	2.2649765e-06	0	1.223520	1.224704	1.290240	f32	5	4d51e995ce302f00
gqa2	16	0	44	1	0	1.9073486e-06	67108864	0.910336	0.909312	0.943200	f32	6	5b63400d0b5766e4
gqa2	16	1	44	1	0	1.9073486e-06	67108864	0.910240	0.908128	0.943104	f32	7	5b63400d0b5766e4
mha4	1	1	45	1	0	2.3841858e-06	0	2.449408	2.451168	2.632608	f32	0	26bba97f049e1b54
mha4	16	0	45	1	0	2.8610229e-06	150994944	1.923712	1.914976	2.025472	f32	1	5661e13d57086f64
mha4	16	1	45	1	0	2.8610229e-06	150994944	1.926272	1.923072	2.024160	f32	2	5661e13d57086f64
gqa2	1	0	45	1	0	2.2649765e-06	0	1.222656	1.224704	1.289216	f32	3	4d51e995ce302f00
gqa2	1	1	45	1	0	2.2649765e-06	0	1.223680	1.224704	1.290240	f32	4	4d51e995ce302f00
gqa2	16	0	45	1	0	1.9073486e-06	67108864	0.909312	0.908288	0.943104	f32	5	5b63400d0b5766e4
gqa2	16	1	45	1	0	1.9073486e-06	67108864	0.910656	0.910336	0.943232	f32	6	5b63400d0b5766e4
mha4	1	0	45	1	0	2.3841858e-06	0	2.452480	2.450464	2.629408	f32	7	26bba97f049e1b54
mha4	16	0	46	1	0	2.8610229e-06	150994944	1.922048	1.916992	2.026496	f32	0	5661e13d57086f64
mha4	16	1	46	1	0	2.8610229e-06	150994944	1.926144	1.920992	2.026496	f32	1	5661e13d57086f64
gqa2	1	0	46	1	0	2.2649765e-06	0	1.223424	1.225728	1.291264	f32	2	4d51e995ce302f00
gqa2	1	1	46	1	0	2.2649765e-06	0	1.222592	1.224576	1.290240	f32	3	4d51e995ce302f00
gqa2	16	0	46	1	0	1.9073486e-06	67108864	0.909152	0.911136	0.944128	f32	4	5b63400d0b5766e4
gqa2	16	1	46	1	0	1.9073486e-06	67108864	0.910208	0.912160	0.946560	f32	5	5b63400d0b5766e4
mha4	1	0	46	1	0	2.3841858e-06	0	2.450272	2.451456	2.630656	f32	6	26bba97f049e1b54
mha4	1	1	46	1	0	2.3841858e-06	0	2.450432	2.451456	2.631296	f32	7	26bba97f049e1b54
mha4	16	1	47	1	0	2.8610229e-06	150994944	1.923072	1.915936	2.029568	f32	0	5661e13d57086f64
gqa2	1	0	47	1	0	2.2649765e-06	0	1.223968	1.224704	1.289216	f32	1	4d51e995ce302f00
gqa2	1	1	47	1	0	2.2649765e-06	0	1.222528	1.223680	1.289184	f32	2	4d51e995ce302f00
gqa2	16	0	47	1	0	1.9073486e-06	67108864	0.908288	0.909984	0.943104	f32	3	5b63400d0b5766e4
gqa2	16	1	47	1	0	1.9073486e-06	67108864	0.910336	0.909376	0.943776	f32	4	5b63400d0b5766e4
mha4	1	0	47	1	0	2.3841858e-06	0	2.451648	2.449248	2.628608	f32	5	26bba97f049e1b54
mha4	1	1	47	1	0	2.3841858e-06	0	2.450432	2.452416	2.629728	f32	6	26bba97f049e1b54
mha4	16	0	47	1	0	2.8610229e-06	150994944	1.929216	1.926144	2.029568	f32	7	5661e13d57086f64
gqa2	1	0	48	1	0	2.2649765e-06	0	1.223680	1.224768	1.291200	f32	0	4d51e995ce302f00
gqa2	1	1	48	1	0	2.2649765e-06	0	1.223680	1.223776	1.289024	f32	1	4d51e995ce302f00
gqa2	16	0	48	1	0	1.9073486e-06	67108864	0.908288	0.909376	0.941056	f32	2	5b63400d0b5766e4
gqa2	16	1	48	1	0	1.9073486e-06	67108864	0.906176	0.904256	0.939008	f32	3	5b63400d0b5766e4
mha4	1	0	48	1	0	2.3841858e-06	0	2.451456	2.449408	2.628736	f32	4	26bba97f049e1b54
mha4	1	1	48	1	0	2.3841858e-06	0	2.448448	2.449408	2.631584	f32	5	26bba97f049e1b54
mha4	16	0	48	1	0	2.8610229e-06	150994944	1.923936	1.916800	2.021504	f32	6	5661e13d57086f64
mha4	16	1	48	1	0	2.8610229e-06	150994944	1.922048	1.918976	2.023040	f32	7	5661e13d57086f64
gqa2	1	1	49	1	0	2.2649765e-06	0	1.223680	1.224704	1.288192	f32	0	4d51e995ce302f00
gqa2	16	0	49	1	0	1.9073486e-06	67108864	0.909216	0.909088	0.942080	f32	1	5b63400d0b5766e4
gqa2	16	1	49	1	0	1.9073486e-06	67108864	0.909312	0.909152	0.944128	f32	2	5b63400d0b5766e4
mha4	1	0	49	1	0	2.3841858e-06	0	2.451456	2.449472	2.629696	f32	3	26bba97f049e1b54
mha4	1	1	49	1	0	2.3841858e-06	0	2.450432	2.451456	2.630656	f32	4	26bba97f049e1b54
mha4	16	0	49	1	0	2.8610229e-06	150994944	1.921056	1.916768	2.023392	f32	5	5661e13d57086f64
mha4	16	1	49	1	0	2.8610229e-06	150994944	1.931264	1.925184	2.029568	f32	6	5661e13d57086f64
gqa2	1	0	49	1	0	2.2649765e-06	0	1.224352	1.226784	1.290880	f32	7	4d51e995ce302f00
